golden_id,event_type,firm_name,firm_canonical,has_crd,lead_first,lead_last,team_name_current,team_name_prior,street,city,state,zip_
3086,MEMBER_CHANGE,Ameriprise Financial Services,ameriprise,True,Emily,Mitchell,Roberts Asset Management Group,Roberts Asset Management Group,6658 Union Pl,Baltimore,MD,21201
3087,MEMBER_CHANGE,Edward Jones,edward_jones,True,Karen,Diaz,Nelson Wealth Management Group,Nelson Wealth Management Group,1926 Hill St,Los Angeles,CA,90001
3088,MEMBER_CHANGE,Parkside Wealth Strategies,parkside,False,Sandra,Wang,Lee Capital,Lee Capital,7297 Central Ave,New York,NY,10022
3089,MEMBER_CHANGE,Parkside Wealth Strategies,parkside,False,Joseph,Hall,King Asset Management,King Asset Management,847 Oak St,Dallas,TX,75201
3090,MEMBER_CHANGE,Commonwealth Financial Network,commonwealth,True,Lisa,Moore,Reyes Investment Group,Reyes Investment Group,1176 River Blvd,Nashville,TN,37201
3091,MEMBER_CHANGE,Ameriprise Financial Services,ameriprise,True,Steven,Torres,Davis Asset Management Group,Davis Asset Management Group,533 Broad Rd,Columbus,OH,43201
3092,MEMBER_CHANGE,National Planning Holdings,nph,True,Christopher,Torres,Morgan Advisory Group,Morgan Advisory Group,6620 Market Ave,Minneapolis,MN,55401
3093,MEMBER_CHANGE,LPL Financial,lpl_financial,True,Helen,Chen,Thomas Private Wealth Group,Thomas Private Wealth Group,3345 Lincoln Pkwy,Washington,DC,20001
3094,MEMBER_CHANGE,Hilliard Lyons,hilliard_lyons,True,Michael,Jackson,Campbell Asset Management Group,Campbell Asset Management Group,2983 Adams St,St. Louis,MO,63101
3095,MEMBER_CHANGE,Kingsbridge Capital Advisors,kingsbridge,False,Andrew,Williams,Roberts Capital Partners,Roberts Capital Partners,4132 Willow Blvd,Louisville,KY,40201
3096,MEMBER_CHANGE,Woodbury Financial Services,woodbury,True,Matthew,Liu,Lee Institutional Group,Lee Institutional Group,3593 Lake Blvd,San Jose,CA,95101
3097,MERGE_TARGET,Raymond James Financial Services,raymond_james,True,Ashley,White,White Family Wealth Group,White Family Wealth Group,3214 Market Pkwy,St. Louis,MO,63101
3098,RENAME,LPL Financial,lpl_financial,True,James,Young,Young Wealth Partners,Young Capital Group,7860 Liberty Dr,Washington,DC,20001
3099,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Donald,Jones,White Asset Management Group,White Asset Management Group,7093 Maple Court,Washington,DC,20001
3100,MEMBER_CHANGE,UBS Financial Services,ubs,True,Margaret,Mitchell,Hill Private Wealth Group,Hill Private Wealth Group,902 Central Way,Los Angeles,CA,90001
3101,MEMBER_CHANGE,Cambridge Investment Research,cambridge_inv,True,Christopher,Brown,Nguyen Portfolio Group,Nguyen Portfolio Group,8256 Cedar Court,San Jose,CA,95101
3102,MEMBER_CHANGE,Clearwater Capital Group,clearwater,False,Susan,Brown,Nguyen Partners,Nguyen Partners,1716 Main Way,San Antonio,TX,78201
3103,RENAME,Raymond James Financial Services,raymond_james,True,Betty,Miller,Miller Financial Group,Miller Capital Group,9170 Lake Court,Boston,MA,02101
3104,MEMBER_CHANGE,Kingsbridge Capital Advisors,kingsbridge,False,Emily,Patel,Collins Wealth,Collins Wealth,8177 Union Ln,Indianapolis,IN,46201
3105,MEMBER_CHANGE,Securities America,securities_america,True,Paul,Roberts,Morgan Asset Management Group,Morgan Asset Management Group,7939 Park Pl,Atlanta,GA,30301
3106,MEMBER_CHANGE,Northgate Investment Partners,northgate,False,Dorothy,Hill,Wilson Capital,Wilson Capital,3537 Park Blvd,Dallas,TX,75201
3107,MEMBER_CHANGE,LPL Financial,lpl_financial,True,Steven,Morgan,Johnson Institutional Group,Johnson Institutional Group,1838 Monroe Pkwy,Seattle,WA,98101
3108,MEMBER_CHANGE,Robert W. Baird & Co.,rwbaird,True,Anthony,Gomez,Scott Wealth Advisors,Scott Wealth Advisors,9374 Elm Blvd,Austin,TX,78701
3109,RENAME,Crestwood Family Office,crestwood,False,Lisa,Hill,Hill & Associates,Hill Partners,6277 Washington Pkwy,Oklahoma City,OK,73101
3110,MEMBER_CHANGE,Edward Jones,edward_jones,True,John,Carter,Diaz Wealth Management Group,Diaz Wealth Management Group,6483 Lake Way,Charlotte,NC,28201
3111,MEMBER_CHANGE,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,Michael,Nguyen,Mitchell Wealth Management Group,Mitchell Wealth Management Group,4549 Lincoln Way,San Francisco,CA,94101
3112,MERGE_SURVIVOR,Wells Fargo Advisors,wells_fargo,True,Donald,Smith,Smith Financial Group,Smith Financial Group,5265 Lake Court,Denver,CO,80201
3113,MEMBER_CHANGE,Northgate Investment Partners,northgate,False,Helen,Brown,Diaz Asset Management,Diaz Asset Management,5407 Elm St,Houston,TX,77001
3114,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Helen,Green,Anderson Asset Management Group,Anderson Asset Management Group,1039 Market Rd,Memphis,TN,38101
3115,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Mark,Zhang,Chen Family Wealth Group,Chen Family Wealth Group,7858 Union Pl,Las Vegas,NV,89101
3116,MEMBER_CHANGE,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,Rachel,Reyes,Reyes Wealth Partners,Reyes Wealth Partners,7901 Oak Pl,Nashville,TN,37201
3117,MEMBER_CHANGE,Robert W. Baird & Co.,rwbaird,True,Anthony,Huang,Jones Investment Group,Jones Investment Group,1202 Willow Ave,Milwaukee,WI,53201
3118,RENAME,Crestwood Family Office,crestwood,False,Paul,Jones,Jones & Wright Partners,Jones Wealth,9377 Monroe Pl,Oklahoma City,OK,73101
3119,MEMBER_CHANGE,Cetera Financial Group,cetera,True,Ashley,Thompson,Johnson Portfolio Group,Johnson Portfolio Group,1596 Highland Ln,Pittsburgh,PA,15201
3120,MEMBER_CHANGE,Edward Jones,edward_jones,True,Anthony,Adams,King Financial Group,King Financial Group,9064 Commerce Pl,Austin,TX,78701
3121,MEMBER_CHANGE,UBS Financial Services,ubs,True,Linda,Morris,Khan Wealth Management Group,Khan Wealth Management Group,2346 Main Rd,San Jose,CA,95101
3122,MEMBER_CHANGE,Cetera Financial Group,cetera,True,Sandra,Torres,Parker Wealth Management Group,Parker Wealth Management Group,1265 Broad Way,Philadelphia,PA,19101
3123,MEMBER_CHANGE,Raymond James Financial Services,raymond_james,True,Megan,Baker,Moore Wealth Partners,Moore Wealth Partners,1300 Park Pkwy,Charlotte,NC,28201
3124,RENAME,Northgate Investment Partners,northgate,False,Sandra,Yang,Yang & Jackson Partners,Yang Wealth Management,6711 Jefferson Court,Portland,OR,97201
3125,MEMBER_CHANGE,Kingsbridge Capital Advisors,kingsbridge,False,Andrew,Nguyen,Hill Partners,Hill Partners,9379 Market Way,Fort Worth,TX,76101
3126,MEMBER_CHANGE,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,Mark,Morgan,Green Financial Group,Green Financial Group,8027 Lake Ave,St. Louis,MO,63101
3127,MEMBER_CHANGE,Northgate Investment Partners,northgate,False,Daniel,Khan,Wilson Capital Partners,Wilson Capital Partners,6479 Union St,Kansas City,MO,64101
3128,MEMBER_CHANGE,Oppenheimer & Co.,oppenheimer,True,Helen,Thompson,Campbell Wealth Advisors,Campbell Wealth Advisors,7884 Church Court,Baltimore,MD,21201
3129,MEMBER_CHANGE,Hilliard Lyons,hilliard_lyons,True,Steven,Khan,Chen Institutional Group,Chen Institutional Group,3507 Church Pkwy,Denver,CO,80201
3130,SPLIT_PARENT,Edward Jones,edward_jones,True,Joseph,Phillips,Phillips Private Wealth Group,Phillips Private Wealth Group,6362 Spring Rd,Jacksonville,FL,32201
3131,RENAME,Morgan Stanley Wealth Management,morgan_stanley,True,Barbara,Cruz,Cruz & Associates,Cruz Family Wealth Group,9573 Church Pl,Austin,TX,78701
3132,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Ashley,Liu,Moore Wealth Management Group,Moore Wealth Management Group,2697 Cedar Pkwy,Houston,TX,77001
3133,RENAME,Hilliard Lyons,hilliard_lyons,True,John,Morgan,Morgan Advisory Group,Morgan Capital Group,8067 Lincoln Rd,Seattle,WA,98101
3134,SPLIT_PARENT,National Planning Holdings,nph,True,Dorothy,Khan,Khan Wealth Partners,Khan Wealth Partners,7963 Main St,New York,NY,10001
3135,MEMBER_CHANGE,Raymond James Financial Services,raymond_james,True,Betty,Baker,Carter Financial Group,Carter Financial Group,6582 River Rd,Tampa,FL,33601
3136,SPLIT_PARENT,Ridgeway Wealth Management,ridgeway,False,Sandra,Hall,Hall Family Office,Hall Family Office,4978 Highland Way,Pittsburgh,PA,15201
3137,MEMBER_CHANGE,Ameriprise Financial Services,ameriprise,True,Christopher,Flores,Liu Private Wealth Group,Liu Private Wealth Group,6977 Park Ln,Washington,DC,20001
3138,RENAME,Cetera Financial Group,cetera,True,Robert,Martin,Martin & Hill Partners,Martin Capital Group,641 Main Ln,Charlotte,NC,28201
3139,RENAME,Hilliard Lyons,hilliard_lyons,True,Sarah,Edwards,Edwards & Associates,Edwards Advisory Group,7804 Park St,Pittsburgh,PA,15201
3140,MEMBER_CHANGE,Crestwood Family Office,crestwood,False,Linda,Rivera,Thompson Wealth Management,Thompson Wealth Management,7089 Broad Blvd,Kansas City,MO,64101
3141,MEMBER_CHANGE,Ameriprise Financial Services,ameriprise,True,William,Evans,Davis Institutional Group,Davis Institutional Group,9364 Church Pl,San Diego,CA,92101
3142,MEMBER_CHANGE,National Planning Holdings,nph,True,Jessica,Taylor,White Capital Group,White Capital Group,3473 Oak Pl,Pittsburgh,PA,15201
3143,MEMBER_CHANGE,Ameriprise Financial Services,ameriprise,True,Jessica,White,Anderson Capital Group,Anderson Capital Group,5830 Cedar Blvd,Cleveland,OH,44101
3144,MEMBER_CHANGE,LPL Financial,lpl_financial,True,Mark,White,Flores Institutional Group,Flores Institutional Group,3481 Madison Rd,Charlotte,NC,28201
3145,RENAME,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,Sarah,Evans,Evans Portfolio Group,Evans Wealth Partners,8693 Broad Court,Portland,OR,97201
3146,MEMBER_CHANGE,Northgate Investment Partners,northgate,False,Matthew,Wang,Evans Family Office,Evans Family Office,5812 River Ln,Milwaukee,WI,53201
3147,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Karen,Yang,Wright Wealth Partners,Wright Wealth Partners,4886 Adams Dr,Denver,CO,80201
3148,RENAME,Harborview Private Wealth,harborview,False,Steven,Patel,Patel & Khan Partners,Patel Wealth,5102 Broad Ave,Memphis,TN,38101
3149,MEMBER_CHANGE,National Planning Holdings,nph,True,Megan,Garcia,Gomez Advisory Group,Gomez Advisory Group,4072 Liberty Rd,San Francisco,CA,94101
3150,MEMBER_CHANGE,National Planning Holdings,nph,True,Paul,Morris,Young Advisory Group,Young Advisory Group,9519 Hill Ln,Indianapolis,IN,46201
3151,MEMBER_CHANGE,Morgan Stanley Wealth Management,morgan_stanley,True,Rachel,Huang,Morris Institutional Group,Morris Institutional Group,9297 Washington Blvd,Columbus,OH,43201
3152,MEMBER_CHANGE,UBS Financial Services,ubs,True,Andrew,Thompson,Wright Wealth Advisors,Wright Wealth Advisors,6983 Elm Pkwy,Raleigh,NC,27601
3153,MERGE_SURVIVOR,Crestwood Family Office,crestwood,False,Anthony,Roberts,Roberts Asset Management,Roberts Asset Management,8658 Highland Rd,Philadelphia,PA,19101
3154,RENAME,Stifel Nicolaus & Company,stifel_nicolaus,True,Christopher,Miller,Miller Capital Group,Miller Wealth Management Group,9455 Jefferson Blvd,Chicago,IL,60601
3155,MEMBER_CHANGE,Harborview Private Wealth,harborview,False,John,Cruz,Davis Capital Partners,Davis Capital Partners,810 Commerce Pl,Denver,CO,80201
3156,MEMBER_CHANGE,Highfield Asset Management,highfield,False,Donald,Johnson,Scott Advisors,Scott Advisors,4803 Church Ln,Louisville,KY,40201
3157,MEMBER_CHANGE,Oppenheimer & Co.,oppenheimer,True,Sandra,Wilson,Khan Portfolio Group,Khan Portfolio Group,2261 Monroe Blvd,Los Angeles,CA,90001
3158,RENAME,Stifel Nicolaus & Company,stifel_nicolaus,True,James,Williams,Williams & Harris Partners,Williams Wealth Partners,4657 Highland Ln,Denver,CO,80201
3159,MEMBER_CHANGE,DA Davidson & Co.,da_davidson,True,Sandra,Mitchell,Moore Family Wealth Group,Moore Family Wealth Group,3760 Highland St,New York,NY,10022
3160,RENAME,Raymond James Financial Services,raymond_james,True,Lisa,Miller,Miller Wealth Management Group,Miller Investment Group,1980 Park Way,Oklahoma City,OK,73101
3161,RENAME,Meridian Private Wealth,meridian_pw,False,Betty,Huang,Huang & Reyes Advisors,Huang Private Wealth,8763 Liberty Pkwy,Memphis,TN,38101
3162,RENAME,Edward Jones,edward_jones,True,Jennifer,Gomez,Gomez Family Wealth Group,Gomez Capital Group,7822 Main Court,Milwaukee,WI,53201
3163,RENAME,Summit Peak Advisors,summit_peak,False,David,Kim,Kim & Associates,Kim Wealth Management,3678 Maple Rd,Louisville,KY,40201
3164,MEMBER_CHANGE,Securities America,securities_america,True,Jennifer,Campbell,Thomas Wealth Partners,Thomas Wealth Partners,5461 Lincoln Ln,Columbus,OH,43201
3165,MEMBER_CHANGE,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,James,Torres,White Wealth Advisors,White Wealth Advisors,9123 Willow St,Fort Worth,TX,76101
3166,MEMBER_CHANGE,Janney Montgomery Scott,janney,True,Steven,Parker,Thomas Asset Management Group,Thomas Asset Management Group,2681 Union Blvd,Los Angeles,CA,90001
3167,MEMBER_CHANGE,Meridian Private Wealth,meridian_pw,False,Anthony,Wang,Thomas Investment Partners,Thomas Investment Partners,7595 River Blvd,Indianapolis,IN,46201
3168,MEMBER_CHANGE,Cetera Financial Group,cetera,True,Dorothy,Wang,Diaz Private Wealth Group,Diaz Private Wealth Group,406 River Dr,Atlanta,GA,30301
3169,MEMBER_CHANGE,Harborview Private Wealth,harborview,False,Anthony,Hall,Flores Asset Management,Flores Asset Management,6592 Central St,Los Angeles,CA,90001
3170,RENAME,Securities America,securities_america,True,Sarah,Collins,Collins & Associates,Collins Family Wealth Group,2407 Highland Rd,Las Vegas,NV,89101
3171,RENAME,Northgate Investment Partners,northgate,False,Rachel,Brown,Brown & Associates,Brown Capital,1569 Church Way,Atlanta,GA,30301
3172,MEMBER_CHANGE,Highfield Asset Management,highfield,False,John,Scott,Jones Capital Partners,Jones Capital Partners,4417 Park St,Denver,CO,80201
3173,SPLIT_PARENT,Edward Jones,edward_jones,True,Sarah,Brown,Brown Investment Group,Brown Investment Group,3841 Central Pl,Chicago,IL,60601
3174,SPLIT_PARENT,LPL Financial,lpl_financial,True,Christopher,Lee,Lee Wealth Advisors,Lee Wealth Advisors,4692 Madison Ln,Oklahoma City,OK,73101
3175,MEMBER_CHANGE,LPL Financial,lpl_financial,True,Donald,Campbell,Morris Capital Group,Morris Capital Group,2712 Park Dr,San Diego,CA,92101
3176,MEMBER_CHANGE,Cambridge Investment Research,cambridge_inv,True,William,Chen,Evans Advisory Group,Evans Advisory Group,252 Elm St,San Diego,CA,92101
3177,RENAME,Oppenheimer & Co.,oppenheimer,True,Betty,Roberts,Roberts & Nguyen Group,Roberts Private Wealth Group,3631 Park St,Columbus,OH,43201
3178,SPLIT_PARENT,Morgan Stanley Wealth Management,morgan_stanley,True,Mark,Thomas,Thomas Wealth Partners,Thomas Wealth Partners,6789 Jefferson Way,Houston,TX,77001
3179,MEMBER_CHANGE,Crestwood Family Office,crestwood,False,James,Carter,Parker Family Office,Parker Family Office,7575 Willow St,Atlanta,GA,30301
3180,MEMBER_CHANGE,Meridian Private Wealth,meridian_pw,False,Helen,Morgan,Moore Capital Partners,Moore Capital Partners,5791 Monroe Pl,Charlotte,NC,28201
3181,MEMBER_CHANGE,Highfield Asset Management,highfield,False,Joseph,Wilson,Anderson Investment Partners,Anderson Investment Partners,6165 Park St,Phoenix,AZ,85001
3182,RENAME,Highfield Asset Management,highfield,False,Daniel,Wang,Wang & Wang Partners,Wang Advisors,9630 Central Rd,Minneapolis,MN,55401
3183,SPLIT_PARENT,LPL Financial,lpl_financial,True,Donald,Johnson,Johnson Advisory Group,Johnson Advisory Group,4537 Liberty Blvd,Los Angeles,CA,90001
3184,MEMBER_CHANGE,Raymond James Financial Services,raymond_james,True,Richard,Cruz,Young Financial Group,Young Financial Group,1215 Highland St,Phoenix,AZ,85001
3185,MEMBER_CHANGE,Ameriprise Financial Services,ameriprise,True,Barbara,Johnson,Taylor Institutional Group,Taylor Institutional Group,2269 River St,Louisville,KY,40201
3186,MERGE_SURVIVOR,UBS Financial Services,ubs,True,Ashley,Lee,Lee Family Wealth Group,Lee Family Wealth Group,6876 Hill Court,Kansas City,MO,64101
3187,MEMBER_CHANGE,Crestwood Family Office,crestwood,False,Sarah,Cruz,Chen Capital Partners,Chen Capital Partners,8213 Spring Rd,Baltimore,MD,21201
3188,MEMBER_CHANGE,Wells Fargo Advisors,wells_fargo,True,Richard,Hill,Patel Portfolio Group,Patel Portfolio Group,3096 Hill St,Las Vegas,NV,89101
3189,RENAME,Hilliard Lyons,hilliard_lyons,True,Jessica,White,White & Martin Partners,White Wealth Advisors,7320 Elm Way,Dallas,TX,75201
3190,MEMBER_CHANGE,Oppenheimer & Co.,oppenheimer,True,Michael,Torres,Huang Private Wealth Group,Huang Private Wealth Group,3047 Elm Pl,St. Louis,MO,63101
3191,SPLIT_PARENT,UBS Financial Services,ubs,True,Rachel,Patel,Patel Family Wealth Group,Patel Family Wealth Group,5723 Lincoln Ln,Tampa,FL,33601
3192,MEMBER_CHANGE,Janney Montgomery Scott,janney,True,William,Wang,Wang Wealth Advisors,Wang Wealth Advisors,2515 Lake Way,Charlotte,NC,28201
3193,SPLIT_PARENT,Kingsbridge Capital Advisors,kingsbridge,False,Matthew,Adams,Adams Wealth Management,Adams Wealth Management,1350 Washington Ave,San Diego,CA,92101
3194,MEMBER_CHANGE,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,Matthew,Jones,Brown Private Wealth Group,Brown Private Wealth Group,8798 Jefferson Court,Los Angeles,CA,90001
3195,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Steven,Wilson,Edwards Wealth Advisors,Edwards Wealth Advisors,6914 Adams Pkwy,Chicago,IL,60601
3196,SPLIT_PARENT,Ridgeway Wealth Management,ridgeway,False,William,Nelson,Nelson Partners,Nelson Partners,8041 River St,Columbus,OH,43201
3197,SPLIT_PARENT,Woodbury Financial Services,woodbury,True,Charles,Scott,Scott Private Wealth Group,Scott Private Wealth Group,9729 Broad Pkwy,Indianapolis,IN,46201
3198,MEMBER_CHANGE,Harborview Private Wealth,harborview,False,Rachel,Jackson,Anderson Wealth Management,Anderson Wealth Management,5315 Adams Ave,Minneapolis,MN,55401
3199,MEMBER_CHANGE,Wells Fargo Advisors,wells_fargo,True,Matthew,Stewart,Anderson Investment Group,Anderson Investment Group,8164 Lincoln Rd,Charlotte,NC,28201
3200,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Steven,Martin,Nelson Investment Group,Nelson Investment Group,2779 Main Pl,Seattle,WA,98101
3201,MEMBER_CHANGE,Raymond James Financial Services,raymond_james,True,James,Mitchell,Davis Asset Management Group,Davis Asset Management Group,2986 Lincoln Pl,Indianapolis,IN,46201
3202,MEMBER_CHANGE,National Planning Holdings,nph,True,Ashley,Williams,Zhang Advisory Group,Zhang Advisory Group,3299 Adams St,Tampa,FL,33601
3203,RENAME,Clearwater Capital Group,clearwater,False,Matthew,Thomas,Thomas Wealth Management,Thomas Investment Partners,4923 River Way,New York,NY,10022
3204,MEMBER_CHANGE,Janney Montgomery Scott,janney,True,Karen,Williams,Chen Wealth Advisors,Chen Wealth Advisors,8277 Market Pkwy,Pittsburgh,PA,15201
3205,MEMBER_CHANGE,Parkside Wealth Strategies,parkside,False,Ashley,Parker,Smith Investment Partners,Smith Investment Partners,7712 Main Blvd,New York,NY,10001
3206,MEMBER_CHANGE,Meridian Private Wealth,meridian_pw,False,Linda,Thompson,Evans Family Office,Evans Family Office,8414 Union Pl,Houston,TX,77001
3207,MEMBER_CHANGE,Woodbury Financial Services,woodbury,True,Sandra,Roberts,Thomas Institutional Group,Thomas Institutional Group,7443 Commerce Rd,Richmond,VA,23219
3208,RENAME,Harborview Private Wealth,harborview,False,Daniel,Hill,Hill & Turner Group,Hill Family Office,3527 Washington Pkwy,Nashville,TN,37201
3209,MEMBER_CHANGE,Cetera Financial Group,cetera,True,Lisa,Thompson,Thompson Investment Group,Thompson Investment Group,7511 Commerce Way,Nashville,TN,37201
3210,RENAME,Summit Peak Advisors,summit_peak,False,Christopher,Taylor,Taylor & Associates,Taylor Private Wealth,9393 Elm St,Baltimore,MD,21201
3211,MEMBER_CHANGE,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,Sarah,Hill,Scott Wealth Advisors,Scott Wealth Advisors,1471 Elm Pkwy,San Diego,CA,92101
3212,SPLIT_PARENT,Morgan Stanley Wealth Management,morgan_stanley,True,Karen,Roberts,Roberts Family Wealth Group,Roberts Family Wealth Group,2683 Elm Pkwy,Seattle,WA,98101
3213,MEMBER_CHANGE,Wells Fargo Advisors,wells_fargo,True,Ashley,Campbell,King Asset Management Group,King Asset Management Group,3677 Oak Blvd,Pittsburgh,PA,15201
3214,SPLIT_PARENT,Oppenheimer & Co.,oppenheimer,True,Sarah,Morris,Morris Institutional Group,Morris Institutional Group,9628 Lincoln Dr,Milwaukee,WI,53201
3215,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Rachel,Phillips,Parker Family Wealth Group,Parker Family Wealth Group,2625 Church Ln,Austin,TX,78701
3216,MEMBER_CHANGE,Clearwater Capital Group,clearwater,False,Michael,Morgan,Reyes Investment Partners,Reyes Investment Partners,3047 Oak Ln,Las Vegas,NV,89101
3217,RENAME,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,Jennifer,Parker,Parker & Cruz Advisors,Parker Wealth Partners,8527 Main Court,Oklahoma City,OK,73101
3218,MEMBER_CHANGE,Wells Fargo Advisors,wells_fargo,True,Rachel,Patel,Jackson Family Wealth Group,Jackson Family Wealth Group,1852 Lake Court,Los Angeles,CA,90001
3219,MEMBER_CHANGE,UBS Financial Services,ubs,True,David,Yang,Roberts Wealth Advisors,Roberts Wealth Advisors,3777 Liberty Blvd,Houston,TX,77001
3220,MEMBER_CHANGE,Clearwater Capital Group,clearwater,False,Lisa,Cruz,Anderson Capital,Anderson Capital,1646 Washington Ave,Louisville,KY,40201
3221,MEMBER_CHANGE,Crestwood Family Office,crestwood,False,Lisa,Morris,Rivera Wealth,Rivera Wealth,6202 Central Blvd,Milwaukee,WI,53201
3222,RENAME,Securities America,securities_america,True,Margaret,Mitchell,Mitchell Family Wealth Group,Mitchell Financial Group,6677 River St,Philadelphia,PA,19101
3223,RENAME,Northgate Investment Partners,northgate,False,Rachel,Davis,Davis & Roberts Advisors,Davis Asset Management,5452 Hill Court,Tampa,FL,33601
3224,MEMBER_CHANGE,UBS Financial Services,ubs,True,Sarah,Wilson,Allen Wealth Partners,Allen Wealth Partners,2288 Union St,Los Angeles,CA,90001
3225,MEMBER_CHANGE,Summit Peak Advisors,summit_peak,False,William,Campbell,Anderson Wealth Management,Anderson Wealth Management,8332 Commerce Way,Cleveland,OH,44101
3226,MEMBER_CHANGE,Commonwealth Financial Network,commonwealth,True,Linda,Liu,Chen Capital Group,Chen Capital Group,8632 Spring Ln,Memphis,TN,38101
3227,MEMBER_CHANGE,Janney Montgomery Scott,janney,True,Megan,Green,Stewart Wealth Partners,Stewart Wealth Partners,2045 Broad Ln,San Diego,CA,92101
3228,MEMBER_CHANGE,Edward Jones,edward_jones,True,Helen,Anderson,Parker Investment Group,Parker Investment Group,1931 Broad Blvd,Milwaukee,WI,53201
3229,MEMBER_CHANGE,Summit Peak Advisors,summit_peak,False,Lisa,Moore,Anderson Wealth,Anderson Wealth,3267 Washington St,Denver,CO,80201
3230,MEMBER_CHANGE,Harborview Private Wealth,harborview,False,Thomas,Taylor,Williams Investment Partners,Williams Investment Partners,2772 Broad Rd,Tampa,FL,33601
3231,RENAME,Edward Jones,edward_jones,True,Joseph,Young,Young Portfolio Group,Young Family Wealth Group,8056 Market Pkwy,San Antonio,TX,78201
3232,RENAME,Merrill Lynch Pierce Fenner & Smith,merrill_lynch,True,Patricia,Huang,Huang & Smith Partners,Huang Portfolio Group,7415 Elm Ln,Pittsburgh,PA,15201
3233,MERGE_TARGET,Woodbury Financial Services,woodbury,True,Megan,Evans,Evans Wealth Partners,Evans Wealth Partners,9526 Liberty Court,Philadelphia,PA,19101
3234,MEMBER_CHANGE,Kingsbridge Capital Advisors,kingsbridge,False,Daniel,Kim,Rivera Advisors,Rivera Advisors,1916 Adams Court,New York,NY,10022
3235,MEMBER_CHANGE,UBS Financial Services,ubs,True,Sarah,Rivera,Liu Asset Management Group,Liu Asset Management Group,7018 Madison St,San Jose,CA,95101
3236,MEMBER_CHANGE,Harborview Private Wealth,harborview,False,Ashley,Mitchell,Brown Partners,Brown Partners,5798 Park Blvd,Tampa,FL,33601
3237,MEMBER_CHANGE,Oppenheimer & Co.,oppenheimer,True,Paul,Zhang,Mitchell Asset Management Group,Mitchell Asset Management Group,3189 Cedar St,Nashville,TN,37201
3238,MEMBER_CHANGE,Kingsbridge Capital Advisors,kingsbridge,False,Charles,Johnson,King Capital,King Capital,4526 Lake Court,Charlotte,NC,28201
3239,MEMBER_CHANGE,Securities America,securities_america,True,Betty,Campbell,Kim Capital Group,Kim Capital Group,9162 Liberty Blvd,Baltimore,MD,21201
3240,MERGE_SURVIVOR,Clearwater Capital Group,clearwater,False,Amanda,Taylor,Taylor Wealth Management,Taylor Wealth Management,1123 Oak Way,Memphis,TN,38101
3241,MEMBER_CHANGE,Securities America,securities_america,True,Mark,Taylor,Taylor Financial Group,Taylor Financial Group,7245 Lake Dr,Austin,TX,78701
3242,MEMBER_CHANGE,Meridian Private Wealth,meridian_pw,False,Barbara,Martin,Liu Advisors,Liu Advisors,8318 Broad Ln,Fort Worth,TX,76101
3243,RENAME,Edward Jones,edward_jones,True,Patricia,Flores,Flores Wealth Partners,Flores Family Wealth Group,1464 Market Pl,San Antonio,TX,78201
3244,MEMBER_CHANGE,Highfield Asset Management,highfield,False,Robert,Cruz,Wang Family Office,Wang Family Office,3000 Lincoln Way,Philadelphia,PA,19101
3245,MEMBER_CHANGE,Stifel Nicolaus & Company,stifel_nicolaus,True,Margaret,Thompson,Carter Wealth Partners,Carter Wealth Partners,1880 Main Ave,Jacksonville,FL,32201
3246,MEMBER_CHANGE,Raymond James Financial Services,raymond_james,True,Daniel,Harris,Patel Investment Group,Patel Investment Group,3395 Lake Pkwy,Dallas,TX,75201
3247,MEMBER_CHANGE,Wells Fargo Advisors,wells_fargo,True,Jessica,Huang,Zhang Wealth Advisors,Zhang Wealth Advisors,3766 Willow Blvd,Kansas City,MO,64101
3248,MEMBER_CHANGE,Crestwood Family Office,crestwood,False,Michael,Wright,Reyes Wealth,Reyes Wealth,8756 Commerce Pl,New York,NY,10022
3249,SPLIT_PARENT,DA Davidson & Co.,da_davidson,True,Patricia,Hall,Hall Asset Management Group,Hall Asset Management Group,1656 Church St,Milwaukee,WI,53201
3250,SPLIT_PARENT,Northgate Investment Partners,northgate,False,Karen,Lee,Lee Wealth Management,Lee Wealth Management,2836 Main Court,Cleveland,OH,44101
3251,MEMBER_CHANGE,Wells Fargo Advisors,wells_fargo,True,Donald,Zhang,Harris Private Wealth Group,Harris Private Wealth Group,2187 Jefferson Pkwy,Atlanta,GA,30301
