team_name,firm_name,lead_name,email,members,address
Nguyen Inv Grp,Merrill Lynch Pierce Fenner & Smith,,,Tom Yang|Mike King|Helen Morgan|Bill Williams|Jessica Cruz|John Davis|Ken Martin|Linda Reyes,
Jackson Fin Grp,Hilliard Lyons,Sandra Phillips,,Sandra Phillips|Jacob Martin,
Hall Cap,Kingsbridge Capital Advisors,,,,"8480 Jefferson Ave, Raleigh, NC 27601"
Parker Inv Ptnrs,Parkside Wealth Strategies,,,,"5890 Spring Pkwy, Seattle, WA 98101"
Roberts Private Wlth Grp,DA Davidson & Co.,"Roberts, Tom",troberts@dadavidson.com,Tom Roberts|Bill Carter|Mark Evans|Lisa Taylor,"1459 Cedar Rd, San Francisco, CA 94101"
Wilson Grp,Harborview Private Wealth,,,,"6112 Oak Way, Houston, TX 77001"
Evans & Associates,Meridian Private Wealth,,,,"3130 River Pl, Los Angeles, CA 90001"
Nelson Adv Grp,Woodbury Financial Services,"Jones, Jessica",,,
Cruz Adv,Crestwood Family Office,"Wright, Barbara",,Barbara Wright|Andy Smith|Dan Gomez,
Green Retirement Solutions Grp,Edward Jones,Jacob Green,,,"4844 Main Pkwy, Memphis, TN 38101"
Tax & Wlth Grp,UBS Financial Services,"Collins, Karen",,,
Harris Cap,Parkside Wealth Strategies,Jacob Liu,,,"5423 Madison St, Dallas, TX 75201"
Young Retirement Solutions Grp,Commonwealth Financial Network,,dking@commonwealth.com,David King|Amanda Garcia|Ron Collins|Chris Carter,"2204 Cedar Blvd, Chicago, IL 60601"
Garcia Adv Grp,Edward Jones,Barbara Garcia,,Barbara Garcia|Bob Taylor|Amanda Campbell,"746 River Pkwy, Los Angeles, CA 90001"
Gomez & Associates,Harborview Private Wealth,Bill Gomez,,Bill Gomez|Rick Cruz|Emily Huang|Rachel Williams|Barbara Moore|Bill Parker,"6852 Willow Blvd, Dallas, TX 75201"
Asset Mgmt Grp,Edward Jones,Sarah Young,,,
Hill & Associates,Meridian Private Wealth,Kev Hill,,Kev Hill|Tony Edwards|Helen Yang|Emily Garcia|Amanda Davis|Barbara Patel|Ryan Baker,
King Retirement Solutions Grp,Janney Montgomery Scott,,kingr@janney.com,Bob King|Ryan Liu,"594 Lake Dr, Chicago, IL 60601"
Khan Wlth Ptnrs,Stifel Nicolaus & Company,Margaret Collins,,,"9806 Madison St, Austin, TX 78701"
Morgan Asset Mgmt Grp,Cambridge Investment Research,Mark Davis,,,
Davis & Kim Adv,Crestwood Family Office,Tony Davis,davisa@crestwoodfo.com,,"527 Park Way, Miami, FL 33101"
Morris & Turner Ptnrs,Highfield Asset Management,,,Ron Morris|Dorothy Johnson|Jim Scott|Megan Phillips|Paul Hill,"607 Lincoln Dr, Philadelphia, PA 19101"
Huang Family Office,Parkside Wealth Strategies,,emily.green@parksidewealth.com,,"6607 Lake Blvd, Baltimore, MD 21201"
Family Wlth Grp,Morgan Stanley Wealth Management,George Garcia,garciag@morganstanley.com,George Garcia|Paul Diaz|Tim King,
Flores Adv Grp,UBS Financial Services,"Torres, Don",,,"4190 Park Rd, Phoenix, AZ 85001"
Morgan Fin Grp,Oppenheimer & Co.,David Wang,,,
Campbell Family Wlth Grp,LPL Financial,"Campbell, Charles",,Charles Campbell|Jennifer Stewart|Paul Scott|Sarah Huang|Joe Jackson|Amanda Morgan,"5425 Highland Blvd, St. Louis, MO 63101"
Flores & Associates,Wells Fargo Advisors,,,,
Carter Grp,Parkside Wealth Strategies,Tim Anderson,,Tim Anderson|Charles Harris|Jessica Johnson|Ed Collins|Jim Jones,"8112 Lincoln Pkwy, Philadelphia, PA 19101"
Edwards Adv Grp,UBS Financial Services,Tom Flores,tflores@ubs.com,,"6837 Jefferson Pl, San Diego, CA 92101"
Hill Adv Grp,Robert W. Baird & Co.,,jennifer.evans@rwbaird.com,,
Roberts & Associates,Highfield Asset Management,"Roberts, Chris",,,"7977 Oak Ave, Charlotte, NC 28201"
Adams Inv Grp,Merrill Lynch Pierce Fenner & Smith,Karen Adams,,Karen Adams|Bill Flores,"9013 River Dr, Chicago, IL 60601"
Davis Private Wlth Grp,Securities America,,,,
Hill Family Wlth Grp,Woodbury Financial Services,Chris Brown,,Chris Brown|Lisa Wang|Steve Anderson|Jeff Hill|Barbara Harris|Nancy Rivera|Ryan Chen|Bob Reyes,"462 Spring Pl, Minneapolis, MN 55401"
Thompson & Associates,Highfield Asset Management,"Stewart, Susan",,Susan Stewart|Jim White|Jim Zhang|David Garcia|Rick Morris|Mark Jackson,"5257 Spring Pkwy, San Diego, CA 92101"
Diaz Inv Grp,Woodbury Financial Services,Barbara Gomez,,,"2593 Elm Dr, Seattle, WA 98101"
Morgan Adv,Meridian Private Wealth,Jason Morgan,,,"3502 Market Dr, Charlotte, NC 28201"
Phillips Wlth Mgmt,Northgate Investment Partners,"Reyes, Tim",,Tim Reyes|Brian Hill,"1493 Willow St, Indianapolis, IN 46201"
Patel Family Office,Summit Peak Advisors,Ron Patel,,Ron Patel|Paul Thomas|Jeff Baker|Dorothy Williams|Jim Edwards|Margaret Anderson,"415 Hill Court, San Antonio, TX 78201"
Kim Wlth Mgmt,Summit Peak Advisors,Barbara Moore,,Barbara Moore|Megan Scott|Steve Young|Patricia Allen,
Nguyen Asset Mgmt Grp,Woodbury Financial Services,"Nelson, George",,George Nelson|Ryan Edwards|Patricia Chen|Lisa Zhang|Sandra Wilson|Patricia Wright|Jennifer Diaz,"9538 River Blvd, San Jose, CA 95101"
Smith & Associates,LPL Financial,,,Barbara Smith|Dorothy Gomez|George Patel|Andy Edwards,
Gomez Cap,Northgate Investment Partners,Steve Morris,steve.morris@northgateinv.com,,"3937 Cedar Ln, San Jose, CA 95101"
Cruz Ptnrs,Harborview Private Wealth,,,David Cruz|Rick Wilson|Ed Collins|Amanda Young|Kev Diaz|Jennifer Adams,
Stewart Family Wlth Grp,DA Davidson & Co.,Brian Rivera,,,"4022 Hill Pkwy, New York, NY 10022"
Zhang Fin Ptnrs,Highfield Asset Management,,,,
Parker Fin Grp,Hilliard Lyons,,linda.flores@hl.com,Linda Flores|Margaret Liu|Ryan White,"9500 Cedar Dr, Nashville, TN 37201"
Williams Institutional Grp,Cambridge Investment Research,Emily Torres,,,"8648 Hill Ave, Minneapolis, MN 55401"
Asset Mgmt Grp,National Planning Holdings,Jim Wilson,jim.wilson@nph.com,,"2053 River Ln, Los Angeles, CA 90001"
& Flores Ptnrs,UBS Financial Services,,robertsr@ubs.com,,"6051 River Blvd, Minneapolis, MN 55401"
Zhang Institutional Grp,Cambridge Investment Research,"Jackson, Helen",jacksonh@cambridgeinv.com,Helen Jackson|Andy Carter|Ed Chen|Jason Hall|Dorothy Smith|Mike Baker|Megan Chen|Dan Zhang,
Liu Private Wlth Grp,Securities America,Paul Edwards,,Paul Edwards|Chris Garcia,
Reyes Fin Ptnrs,Northgate Investment Partners,,,Dan Reyes|Betty Baker|Emily Gomez,
Flores Inv Grp,UBS Financial Services,,,Amanda Flores|Jason Chen|Tony Carter|Tony Chen,
Torres Fin Grp,National Planning Holdings,John Campbell,jcampbell@nph.com,,"1135 River Ln, Indianapolis, IN 46201"
Stewart Wlth Mgmt,Clearwater Capital Group,Jeff Baker,,Jeff Baker|Susan Turner|Betty Evans|Karen Thompson,"446 Oak Dr, San Francisco, CA 94101"
Reyes Asset Mgmt Grp,Cambridge Investment Research,"Williams, Jessica",williamsj@cambridgeinv.com,Jessica Williams|Bob Roberts|Paul Rivera|Charles Cruz|Ron Edwards|Dan King,
Reyes Wlth Ptnrs,Cetera Financial Group,Linda Patel,,Linda Patel|Patricia Khan|Tony Green|Jeff Nelson,
Khan Ptnrs,Meridian Private Wealth,Paul Khan,,,"6571 Jefferson Blvd, San Jose, CA 95101"
Adams Portfolio Grp,Cambridge Investment Research,,,Don Kim|Matt Allen|Barbara Davis|Karen Garcia,
Wilson Inv Grp,Oppenheimer & Co.,Ryan Wilson,,,"2543 Washington Ln, New York, NY 10022"
Scott Cap,Ridgeway Wealth Management,Ken Phillips,,Ken Phillips|Ryan Williams|Steve Morgan|Jason Nguyen|Mark Wright|Brian Campbell,
Rivera Cap Grp,Merrill Lynch Pierce Fenner & Smith,Bill Morgan,morganw@ml.com,,"2502 Elm Rd, Memphis, TN 38101"
Brown Family Wlth Grp,National Planning Holdings,Sandra Patel,,Sandra Patel|Tom Hall|Brian Wright|Rick Gomez,
Wilson & Thomas Ptnrs,Edward Jones,Steve Wilson,,,
Jackson Wlth,Northgate Investment Partners,"Chen, Ashley",achen@northgateinv.com,,
Jackson Grp,Parkside Wealth Strategies,"Nguyen, Steve",,,"7403 Hill Dr, New York, NY 10001"
Jackson Wlth Adv,Securities America,Emily Morris,,,"4702 Lincoln Ave, Austin, TX 78701"
Diaz & Associates,Summit Peak Advisors,,,,
Allen Wlth Mgmt,Harborview Private Wealth,"Allen, Lisa",,,"2460 Willow Way, Chicago, IL 60601"
Turner Cap Ptnrs,Harborview Private Wealth,,,,"3347 Madison Court, Memphis, TN 38101"
Nelson Portfolio Grp,Stifel Nicolaus & Company,,jrivera@stifel.com,,"7779 Market Dr, St. Louis, MO 63101"
Private Wlth Grp,Morgan Stanley Wealth Management,,,,"9829 Willow Pkwy, Denver, CO 80201"
Family Wlth Grp,Morgan Stanley Wealth Management,Tom Wright,twright@morganstanley.com,Tom Wright|Jacob Williams|Betty Diaz|Dorothy White|Ken Hall|Margaret Baker|David Huang,
Roberts & Wilson Grp,Janney Montgomery Scott,"Roberts, Emily",eroberts@janney.com,Emily Roberts|Jason Evans|David Liu|Jason Smith,"8814 Lake Blvd, Indianapolis, IN 46201"
Hill Adv Grp,National Planning Holdings,Mark Gomez,mgomez@nph.com,,
Carter Portfolio Grp,Morgan Stanley Wealth Management,,,Jason Edwards|Brian Torres|Matt Jones|Patricia Brown|Barbara Hall|Mike Moore|Ed Yang|Jim Thompson,"5799 River Ln, San Jose, CA 95101"
Johnson & Associates,Crestwood Family Office,,,David Johnson|Mark Cruz|Jeff Taylor|Lisa Stewart|Nancy Parker,
Jackson Grp,Summit Peak Advisors,"Miller, Betty",millerb@summitpeakadv.com,,"3145 Park Rd, Phoenix, AZ 85001"
Private Wlth Grp,Morgan Stanley Wealth Management,"Liu, Jennifer",,Jennifer Liu|Jason Johnson|Jeff Adams|Matt Lee,"646 Main Rd, Las Vegas, NV 89101"
Flores & Associates,Crestwood Family Office,,,Charles Flores|Ron Thomas|George Baker|Barbara Scott|Amanda Torres|Kev Thompson|David Baker,
Smith Wlth Ptnrs,Securities America,Jeff Patel,jpatel@secam.com,Jeff Patel|Sandra Roberts|Ken Martin|Linda Patel|Tony Edwards,
Adams Private Client Grp,Stifel Nicolaus & Company,,,Ron Flores|John Parker|Sandra Scott|David Carter|Matt Adams|Sandra Jackson|Susan Wright,
& Yang Grp,Securities America,,kstewart@secam.com,Ken Stewart|Paul Harris|Steve Scott|Bob Phillips|Betty Rivera,"7350 Market Court, Los Angeles, CA 90001"
Jackson Wlth Adv,Oppenheimer & Co.,,,,"764 Washington Pl, Charlotte, NC 28201"
Nguyen Wlth Ptnrs,National Planning Holdings,,,,"6543 Washington Rd, Minneapolis, MN 55401"
Wright Inv Grp,DA Davidson & Co.,Megan Wright,,Barbara Adams|Bill Smith|Nancy Reyes|John Cruz|Barbara Khan|Kev Green|Ron Patel|Nancy Scott|Dorothy Wang,"1936 Cedar Pl, Phoenix, AZ 85001"
Williams Cap Grp,Cambridge Investment Research,Jessica Williams,jwilliams@cambridgeinv.com,,
Thompson Fin Grp,Robert W. Baird & Co.,Jim Jones,,Jim Jones|Dan Davis|Jennifer Williams,"7150 Cedar Ave, Kansas City, MO 64101"
Reyes Wlth Mgmt,Northgate Investment Partners,Amanda Kim,,,
Collins & Miller Grp,Securities America,Margaret Collins,,Margaret Collins|Jeff Smith|Jacob Huang|John Taylor,
Patel Retirement Solutions Grp,National Planning Holdings,,,,
Khan Private Wlth,Meridian Private Wealth,Susan Diaz,,Susan Diaz|Mike Nguyen|Jeff Wang|Brian Khan|David Phillips|Patricia Morgan|Dan Hall,"7729 Highland Ave, Chicago, IL 60601"
White Wlth Mgmt,Crestwood Family Office,Mike Smith,smithm@crestwoodfo.com,,"6846 Jefferson Ave, Nashville, TN 37201"
Private Client Grp,Edward Jones,Chris Miller,,,"9250 Willow St, St. Louis, MO 63101"
Scott Private Client Grp,Robert W. Baird & Co.,Emily Scott,,Emily Scott|Patricia Huang|Ed Jones,"2308 Hill St, New York, NY 10022"
Hall Private Wlth,Parkside Wealth Strategies,"Adams, Don",,Don Adams|Steve Mitchell|Jim Nguyen|Betty Miller|Bill Edwards|Steve Harris|Sarah Wang,"8654 Willow Ln, Nashville, TN 37201"
Yang & Associates,Parkside Wealth Strategies,"Yang, Dan",yangd@parksidewealth.com,Dan Yang|Rachel Chen|Karen Jones|Sandra King|Linda Cruz,"2251 Oak Dr, Kansas City, MO 64101"
Davis Private Wlth Grp,Merrill Lynch Pierce Fenner & Smith,,,,
Collins Institutional Grp,Raymond James Financial Services,Steve Wilson,,Steve Wilson|Lisa Gomez|Jeff Rivera|Jacob Hall|Jennifer Torres,"3868 Lake Dr, Boston, MA 02101"
Wang Inv Grp,National Planning Holdings,,kev.nelson@nph.com,,"1075 Elm Dr, Indianapolis, IN 46201"
Edwards & Associates,Harborview Private Wealth,,,Barbara Edwards|Rick Roberts|Ryan Hill|Helen Brown|Andy Scott|John Scott|Chris Garcia,"1827 Main Pkwy, Boston, MA 02101"
Morris Wlth Mgmt Grp,Merrill Lynch Pierce Fenner & Smith,"Chen, Lisa",,,"3657 Madison St, Minneapolis, MN 55401"
Private Client Grp,Robert W. Baird & Co.,,patelj@rwbaird.com,,"6769 Oak Court, Miami, FL 33101"
Thompson & Rivera Ptnrs,Oppenheimer & Co.,Steve Thompson,sthompson@opco.com,,
Carter Adv Grp,Cetera Financial Group,"King, Jacob",,Jacob King|Steve Moore|Megan Thompson|David Allen|Charles Parker|Dan Hill,
Johnson & Chen Ptnrs,Woodbury Financial Services,George Johnson,george.johnson@woodburyfs.com,George Johnson|Ed Morris|Kev Mitchell,"5983 Jefferson Ln, San Francisco, CA 94101"
Hill Private Client Grp,Janney Montgomery Scott,Dorothy Hill,hilld@janney.com,,"6498 Maple Pkwy, Las Vegas, NV 89101"
Wilson & Roberts Grp,Janney Montgomery Scott,"Wilson, Linda",,,"6667 Commerce Rd, Chicago, IL 60601"
Khan & Lee Grp,Raymond James Financial Services,,mkhan@raymondjames.com,,
Phillips Tax & Wlth Grp,DA Davidson & Co.,Helen Phillips,,Helen Phillips|Chris Chen,"6867 Oak Ave, Seattle, WA 98101"
Jones & Liu Grp,UBS Financial Services,Chris Jones,,Chris Jones|Charles King|Charles Thompson|Dan Thomas|Jennifer Moore|Jennifer Lee|Jeff Nguyen,"6062 Commerce Blvd, Miami, FL 33101"
Smith Asset Mgmt,Clearwater Capital Group,Betty Evans,,Betty Evans|Karen Zhang|Dorothy King|Chris Smith,"5359 Market Pkwy, Kansas City, MO 64101"
Smith & Associates,Northgate Investment Partners,,collinsj@northgateinv.com,,
Thompson Cap Grp,Wells Fargo Advisors,Barbara Thompson,,Barbara Thompson|Mark Young|George Moore,
Phillips Adv Grp,Wells Fargo Advisors,,,Jim Phillips|Jason Miller|Paul Wang,"2506 Hill Rd, St. Louis, MO 63101"
Khan Wlth,Harborview Private Wealth,,leeb@harborviewpw.com,Betty Lee|Steve Edwards|Matt Cruz|Kev Nelson|Patricia Garcia|Jeff Flores,
Gomez Fin Ptnrs,Highfield Asset Management,Jeff Wilson,,,"9012 River St, Houston, TX 77001"
Moore Cap Ptnrs,Parkside Wealth Strategies,Susan Moore,moores@parksidewealth.com,Susan Moore|Jeff Campbell|David Rivera|Rick Diaz|Jim Williams|Ed Roberts|Nancy Moore,"1619 Commerce Pkwy, Philadelphia, PA 19101"
Taylor Family Office,Meridian Private Wealth,Margaret Miller,margaret.miller@meridianpw.com,Margaret Miller|Tony Cruz|Jennifer Torres|Barbara Baker,
Huang Cap,Northgate Investment Partners,"Morris, David",,David Morris|Jeff Morris|Linda Lee|Sarah Allen|Kev Lee|Don Jackson,"6932 River Court, Philadelphia, PA 19101"
Anderson Inv Grp,Janney Montgomery Scott,Helen Wang,helen.wang@janney.com,Helen Wang|Helen Morris|Dan Carter|John Wright,"5374 Spring Ave, Philadelphia, PA 19101"
Martin Cap Grp,UBS Financial Services,Emily Moore,emily.moore@ubs.com,,
Collins Ptnrs,Parkside Wealth Strategies,Jessica Baker,,Jessica Baker|Sarah Collins|Ron Lee|Barbara Adams,
Parker & Martin Adv,Merrill Lynch Pierce Fenner & Smith,Jason Parker,jason.parker@ml.com,Jason Parker|Tony Collins|Nancy Carter|Karen Phillips|Matt Miller|Karen Morgan|Ryan Collins,"1011 Commerce Pl, Memphis, TN 38101"
Wilson Wlth Mgmt Grp,Raymond James Financial Services,,betty.wilson@raymondjames.com,,"664 River Ave, Seattle, WA 98101"
Garcia Inv Ptnrs,Summit Peak Advisors,Mark Taylor,,,"4788 Elm Pkwy, Austin, TX 78701"
Patel Portfolio Grp,Merrill Lynch Pierce Fenner & Smith,"Evans, Sandra",,,"7945 Cedar Pl, Chicago, IL 60601"
Evans Asset Mgmt Grp,Ameriprise Financial Services,,,,"7757 Maple St, New York, NY 10001"
Edwards Private Wlth,Harborview Private Wealth,Joe Evans,,Joe Evans|Barbara Garcia|Patricia Rivera|Tim Kim|Tom Davis|Bill Flores|Nancy Diaz,
Gomez Inv Grp,Hilliard Lyons,,,,
& Carter Grp,Janney Montgomery Scott,,rachel.huang@janney.com,Rachel Huang|Megan King|Steve Carter,"3551 Cedar Blvd, Philadelphia, PA 19101"
Smith Wlth Ptnrs,UBS Financial Services,Brian Edwards,edwardsb@ubs.com,,"7480 Cedar Rd, Philadelphia, PA 19101"
Johnson Adv Grp,Morgan Stanley Wealth Management,,brownh@morganstanley.com,,"6697 Madison Pl, Charlotte, NC 28201"
Wilson Wlth Adv,DA Davidson & Co.,"Wilson, Tim",,Tim Wilson|Ed Diaz|Jessica Wilson,"9105 Elm Ave, Boston, MA 02101"
Chen Tax & Wlth Grp,Wells Fargo Advisors,,,Matt Thomas|Helen Patel|Steve Morris|Ashley Wilson|Sandra Martin,
Phillips Adv,Harborview Private Wealth,Brian Williams,,,
Yang Family Office,Northgate Investment Partners,Andy Scott,,Andy Scott|Lisa White|Rick Anderson|Matt Martin|Brian Wang|David Smith|Rick Brown,
Khan Family Wlth Grp,Oppenheimer & Co.,"Young, Ron",,,"4640 Highland Ave, Washington, DC 20001"
Stewart Adv,Meridian Private Wealth,Megan Turner,,Megan Turner|Ken Carter|Patricia Rivera|Amanda Phillips,
White Fin Ptnrs,Harborview Private Wealth,"Wang, Chris",cwang@harborviewpw.com,Chris Wang|Rachel Scott|Karen Stewart|Paul Huang,"6264 Market Ave, San Diego, CA 92101"
Torres Wlth Mgmt,Kingsbridge Capital Advisors,Mark Johnson,,,
Hall Inv Grp,Oppenheimer & Co.,"Smith, Megan",msmith@opco.com,,"8109 Jefferson Ln, Charlotte, NC 28201"
Private Client Grp,Merrill Lynch Pierce Fenner & Smith,,,,"5156 Commerce Rd, Los Angeles, CA 90001"
Lee Wlth Adv,Stifel Nicolaus & Company,Joe Young,,Joe Young|Tom Thomas|Matt Phillips|Megan Smith|Ed Khan|Barbara Harris|Tim Martin,"484 Highland Rd, Nashville, TN 37201"
Davis Cap Grp,Commonwealth Financial Network,"Davis, Betty",betty.davis@commonwealth.com,,"551 Cedar Ave, New York, NY 10022"
Hall Portfolio Grp,Cetera Financial Group,Betty Garcia,garciab@cetera.com,Betty Garcia|Jim Garcia|Jim Huang|Jason Campbell|Betty Miller,
Lee Cap Ptnrs,Clearwater Capital Group,,,Joe Green|Mark Campbell|George Kim|John Nguyen|Dorothy Evans|Bill Hall,
Cruz Inv Grp,Janney Montgomery Scott,Sandra Jackson,,,"1036 Market Ln, Austin, TX 78701"
Diaz Private Wlth,Ridgeway Wealth Management,"Khan, Steve",skhan@ridgewaywm.com,Steve Khan|Dorothy Smith|Ken Cruz|Barbara Yang|Steve Chen,
Chen Tax & Wlth Grp,Woodbury Financial Services,"Chen, Rick",,,"8277 Washington Ln, Philadelphia, PA 19101"
Morris Private Wlth Grp,Securities America,Joe Moore,,,"672 Market Pl, St. Louis, MO 63101"
Edwards Adv,Clearwater Capital Group,Tony Edwards,,,
& Johnson Adv,Summit Peak Advisors,Ryan Huang,,Ryan Huang|Jeff Nguyen|Nancy Evans|Steve Lee|Rachel Turner|Steve Adams|Jeff Garcia,"9840 Hill Pl, Charlotte, NC 28201"
Chen Institutional Grp,Hilliard Lyons,"Davis, Megan",,,
Smith Wlth Adv,Woodbury Financial Services,Ron Jackson,jacksonr@woodburyfs.com,Ron Jackson|Brian Evans|Steve Wright|George Rivera,"4571 Market Pkwy, Baltimore, MD 21201"
Harris & Associates,Highfield Asset Management,,,John Harris|Susan Smith|Karen White|Jessica Jackson|Matt Reyes,
Asset Mgmt Grp,Securities America,Charles Morgan,,Charles Morgan|Megan Nguyen|Ken Stewart,
Johnson Fin Grp,Robert W. Baird & Co.,Jacob Johnson,,Jacob Johnson|David Scott|Jim Reyes|Nancy Jackson|Ken Phillips|Betty Thompson|Barbara Mitchell|Linda Adams|Bob Liu,
Martin Retirement Solutions Grp,LPL Financial,Susan Nelson,,,"580 Cedar St, San Jose, CA 95101"
Adams & Associates,Meridian Private Wealth,"Lee, Dorothy",dorothy.lee@meridianpw.com,Dorothy Lee|Brian Green|Paul Edwards|Betty Huang|Dorothy White|Kev Adams,
Williams Adv Grp,Cetera Financial Group,"Johnson, Andy",,Andy Johnson|Jennifer Phillips|Ashley Patel|Andy Diaz,"3678 Elm Way, Boston, MA 02101"
Young Ptnrs,Northgate Investment Partners,Emily Young,,,
Asset Mgmt Grp,Woodbury Financial Services,Megan Liu,,Megan Liu|Emily Turner|Patricia Thomas|Joe Kim|Megan Scott,"4999 Hill Pkwy, Denver, CO 80201"
Green Wlth,Clearwater Capital Group,Charles Rivera,,,"4418 Park Pl, San Diego, CA 92101"
Diaz & Associates,Northgate Investment Partners,Mark Allen,,Mark Allen|Jason Hill|Joe Turner|Rick Adams,
Baker & Associates,Meridian Private Wealth,,sbaker@meridianpw.com,Susan Baker|Ron Mitchell|Ed Davis|Chris Phillips|Dan Harris|Jason Hill|Rick Huang,"7189 Commerce St, Raleigh, NC 27601"
Davis Inv Grp,Edward Jones,,,,
Smith Cap Grp,Cambridge Investment Research,,,,
Zhang Asset Mgmt,Northgate Investment Partners,"Zhang, Betty",,,
Campbell & Associates,Janney Montgomery Scott,Ashley Campbell,,,"4505 Park St, Denver, CO 80201"
Huang Inv Ptnrs,Ridgeway Wealth Management,Megan Roberts,,Megan Roberts|Bob Baker|Linda Wilson,
Huang Adv Grp,Edward Jones,Joe Huang,huangj@edwardjones.com,Joe Huang|Steve Harris|Jeff Garcia|Sandra Hall|Jeff Campbell,"9178 Market Dr, Boston, MA 02101"
Evans Wlth Adv,Oppenheimer & Co.,Kev Chen,,Kev Chen|Emily Yang|Sarah Stewart|Rachel Jackson|John Thomas|Dan Turner|Bob Nelson,"4474 Hill St, San Diego, CA 92101"
Green Ptnrs,Kingsbridge Capital Advisors,Sandra Brown,,Sandra Brown|Joe Stewart|George Phillips|Rachel Wang,
Jackson Retirement Solutions Grp,Hilliard Lyons,,charles.scott@hl.com,Charles Scott|Amanda Hill|Mark Johnson|Chris Wang|Don Scott,"718 Elm Pkwy, Portland, OR 97201"
Scott Inv Ptnrs,Meridian Private Wealth,"Liu, Andy",,,
Johnson Family Office,Parkside Wealth Strategies,,chris.johnson@parksidewealth.com,,
Wilson Grp,Ridgeway Wealth Management,"Huang, Susan",huangs@ridgewaywm.com,,
Patel Grp,Meridian Private Wealth,,,Joe Wang|Ken Campbell|Ashley Jackson|Jeff Yang,"633 Lake St, Washington, DC 20001"
Scott Cap Ptnrs,Parkside Wealth Strategies,Sarah Nelson,,Sarah Nelson|Jeff Moore|Paul Chen|Jacob Turner|Jennifer Baker,
Retirement Solutions Grp,Cambridge Investment Research,Dorothy Diaz,,Dorothy Diaz|Matt Morris|Paul Zhang|Tom Gomez|Lisa Huang|George Johnson,
Wright & Associates,Wells Fargo Advisors,Barbara Wright,,Barbara Wright|George Reyes|David Wright|Jennifer Gomez|Bob Harris|Mike Kim,"6036 Jefferson Ln, Austin, TX 78701"
Roberts Asset Mgmt Grp,Cambridge Investment Research,"Nguyen, Helen",nguyenh@cambridgeinv.com,,"5479 River Rd, Boston, MA 02101"
Carter Wlth Ptnrs,Janney Montgomery Scott,,,Emily Parker|Brian Martin|Andy Flores|Bob Harris|Chris Scott,"9687 Cedar Pl, Kansas City, MO 64101"
Johnson Private Wlth,Parkside Wealth Strategies,Jennifer Johnson,,,"6866 Willow Pl, Las Vegas, NV 89101"
Rivera Fin Ptnrs,Meridian Private Wealth,Megan King,,Megan King|Ken Adams|Jacob Chen|Matt Yang,"2297 Elm Way, Baltimore, MD 21201"
Thompson Cap Grp,Commonwealth Financial Network,,jonesj@commonwealth.com,,"9511 Washington Pl, Boston, MA 02101"
Evans Wlth Mgmt Grp,Woodbury Financial Services,Patricia Evans,evansp@woodburyfs.com,,
Flores Cap Ptnrs,Harborview Private Wealth,,evansb@harborviewpw.com,,"4444 Cedar Ln, St. Louis, MO 63101"
Zhang & Morgan Ptnrs,Cetera Financial Group,George Zhang,gzhang@cetera.com,George Zhang|John Kim|Chris Morgan|Ashley Green,"2023 Spring Pl, Houston, TX 77001"
Family Wlth Grp,Ameriprise Financial Services,"White, Don",,,"441 River Ave, Charlotte, NC 28201"
Thomas & Parker Adv,DA Davidson & Co.,"Thomas, Karen",,Karen Thomas|Paul Miller|Linda Wang,
Lee & Collins Adv,Parkside Wealth Strategies,Kev Lee,,Kev Lee|Andy Scott|Lisa Evans,"1015 River Pl, San Jose, CA 95101"
Asset Mgmt Grp,Oppenheimer & Co.,,,Ron Rivera|Tony Jackson|Karen Patel|Ron Huang|Ryan Flores|Brian Khan|Dorothy Brown,
Lee Cap Grp,UBS Financial Services,Helen Lee,,Helen Lee|Rachel Garcia|John Rivera|Margaret Morris|Tim Brown|Andy Thomas|David Baker,"5934 Main Rd, Raleigh, NC 27601"
Wang Cap Grp,Merrill Lynch Pierce Fenner & Smith,Charles Smith,smithc@ml.com,,"7825 Spring Blvd, Nashville, TN 37201"
Parker Institutional Grp,Stifel Nicolaus & Company,,,,"6985 Market Pkwy, New York, NY 10022"
Carter Adv,Summit Peak Advisors,"Carter, Ryan",rcarter@summitpeakadv.com,,"9884 Maple Ave, Los Angeles, CA 90001"
Williams Portfolio Grp,Janney Montgomery Scott,,,Betty Baker|Don Hall|Rachel Williams|Sarah Yang|Jeff Edwards,
Mitchell & Associates,Ridgeway Wealth Management,,dmitchell@ridgewaywm.com,Don Mitchell|Tony Campbell|Ken Young|Ashley Campbell|Rick Morris|Ryan Flores,"7432 Washington Ave, Denver, CO 80201"
Green Wlth Mgmt,Northgate Investment Partners,Ashley Green,,Ashley Green|Mark Allen|Barbara Edwards|David Anderson|Andy Anderson|Jeff Morgan,"4170 Hill Blvd, Kansas City, MO 64101"
Thomas Fin Ptnrs,Kingsbridge Capital Advisors,Helen Thomas,thomash@kingsbridgecap.com,Helen Thomas|Don Adams,
Carter Cap Ptnrs,Ridgeway Wealth Management,,cyoung@ridgewaywm.com,Chris Young|Ken Nguyen|Susan Adams|Tom Kim|Ken Hill,
Allen Inv Ptnrs,Ridgeway Wealth Management,Kev Carter,,,"6391 Park Pkwy, Miami, FL 33101"
Moore Wlth Adv,Janney Montgomery Scott,Brian Moore,mooreb@janney.com,,
