rep_id,rep_crd,broker_id,firm_id,office_id,rep_first_name,rep_last_name,rep_email,rep_phone,designation,specialty,years_experience,aum_approx_usd,alt_inv_certified,active,hire_date
7512,6334600,UBS,0000UBS001,50416,Richard,Garcia,richard.garcia@212-713-2000,882-693-2106,,Alternative Investments,23,300000000,N,Y,2012-09-21
7523,1222997,OSAIC,0000OSA001,50539,Jennifer,Thompson,jennifer.thompson@770-980-4400,438-221-3032,"CFP,CIMA",Retirement Planning,21,250000000,N,Y,2007-10-03
7547,5976369,OSAIC,0000OSA001,83822,Sarah,Jones,sarah.jones@770-980-4400,406-355-7156,CFA,Alternative Investments,14,75000000,Y,Y,2019-08-24
7553,1664503,SII,0000SII001,67272,Richard,Jones,richard.jones@314-342-2000,733-624-5726,CFP,Retirement Planning,11,30000000,Y,Y,2010-04-07
7566,4731991,MS,0000MOR001,86315,Karen,Johnson,karen.johnson@212-761-4000,822-590-9543,,Wealth Management,24,20000000,N,Y,2020-01-03
7568,3374513,CAIS,0000CAI001,16019,Jessica,Williams,jessica.williams@212-300-9350,409-328-2503,CPWA,Multi-Asset,9,5000000,Y,Y,2007-09-03
7606,4314108,CAIS,0000CAI001,57943,Susan,Harris,susan.harris@212-300-9350,450-634-3890,"CPWA,CFP",Retirement Planning,12,15000000,Y,Y,2009-10-15
7620,2342445,RJ,0000RAJ001,17441,Robert,Wilson,robert.wilson@firm.com,568-607-7188,CPWA,Private Wealth,28,75000000,N,Y,2013-09-20
7625,1332374,LPL,0000LPL001,14073,Susan,Jones,susan.jones@858-450-9606,980-590-8002,CIMA,Ultra High Net Worth,28,75000000,Y,Y,2017-12-06
7653,8610197,CNTS,0000CNT001,42096,William,Jackson,william.jackson@800-237-0081,490-584-8878,CIMA,Family Office Services,17,25000000,Y,Y,2015-04-05
7684,7279004,NPC,0000NPC001,82384,Robert,Smith,robert.smith@602-224-2000,703-614-7812,,Family Office Services,3,100000000,N,Y,2015-05-21
7689,3088386,UBS,0000UBS001,95097,Christopher,Williams,christopher.williams@212-713-2000,594-779-3660,CFA,Institutional Sales,16,5000000,Y,Y,2011-09-23
7697,7464817,ICAP,0000ICA001,60779,Jessica,Thomas,jessica.thomas@212-994-7400,634-953-5043,CFA,Private Wealth,25,5000000,Y,Y,2011-11-23
7818,8641531,MS,0000MOR001,83147,James,Jones,james.jones@212-761-4000,897-350-5166,CFA,Wealth Management,11,150000000,Y,Y,2003-02-21
7843,2348021,CNTS,0000CNT001,93904,Joseph,Jackson,joseph.jackson@800-237-0081,730-393-7929,CPWA,Institutional Sales,25,150000000,Y,Y,2009-09-18
7852,7905652,RJ,0000RAJ001,60916,Joseph,Robinson,joseph.robinson@firm.com,970-945-2456,CIMA,Family Office Services,12,250000000,Y,Y,2008-12-07
7858,9249747,SCHW,0000SCH001,78495,Joseph,Taylor,joseph.taylor@415-667-7000,201-299-2144,,Multi-Asset,3,15000000,N,Y,2020-05-24
7868,4127273,MS,0000MOR001,96533,Susan,Garcia,susan.garcia@212-761-4000,920-337-4244,,Wealth Management,8,30000000,Y,Y,2014-10-27
7870,4065690,LPL,0000LPL001,14635,Robert,Garcia,robert.garcia@858-450-9606,977-396-5249,,Private Wealth,9,5000000,Y,Y,2020-03-03
7883,5643299,SCHW,0000SCH001,37110,Mary,Williams,mary.williams@415-667-7000,265-550-1486,"CPWA,CFP",Retirement Planning,15,10000000,N,Y,2015-11-25
7888,1121243,CETA,0000CET001,35144,Patricia,Smith,patricia.smith@800-245-0467,881-796-1685,CIMA,Retirement Planning,4,25000000,Y,Y,2012-10-17
7916,6654424,MER,0000MER001,99192,William,Martin,william.martin@212-449-1000,818-639-6514,,Family Office Services,18,300000000,Y,Y,2007-06-22
7937,6973179,CAIS,0000CAI001,22249,Joseph,Jackson,joseph.jackson@212-300-9350,538-302-1050,,Institutional Sales,22,5000000,Y,Y,2000-10-04
7939,5169769,CETA,0000CET001,22097,Charles,Wilson,charles.wilson@800-245-0467,577-662-8785,"CFP,CFA",Institutional Sales,25,300000000,Y,Y,2000-11-27
7951,1767629,CAIS,0000CAI001,93746,Richard,Smith,richard.smith@212-300-9350,953-533-8279,CFA,Private Wealth,23,30000000,N,Y,2019-02-12
7981,2685367,MER,0000MER001,88986,Susan,Martin,susan.martin@212-449-1000,951-594-5814,"CPWA,CFP",Retirement Planning,24,250000000,Y,Y,2016-10-26
8022,2461125,NPC,0000NPC001,21003,Charles,Johnson,charles.johnson@602-224-2000,508-889-9990,,Wealth Management,7,75000000,N,Y,2003-08-22
8025,3859391,NPC,0000NPC001,48974,Karen,Davis,karen.davis@602-224-2000,971-875-2465,CIMA,Institutional Sales,10,20000000,Y,Y,2005-06-13
8032,8991026,MER,0000MER001,40689,William,Davis,william.davis@212-449-1000,886-326-3224,"CFP,CFA",Private Wealth,26,25000000,Y,Y,2010-04-19
8080,7325183,CAIS,0000CAI001,34430,Nancy,Williams,nancy.williams@212-300-9350,934-960-7252,"CFP,CFA",Institutional Sales,23,30000000,Y,Y,2007-05-04
8126,6708243,VSR,0000VSR001,90589,Mary,Williams,mary.williams@918-663-1414,958-806-4082,CIMA,Family Office Services,6,10000000,Y,Y,2010-07-19
8178,9985927,MS,0000MOR001,84572,James,Taylor,james.taylor@212-761-4000,394-597-7941,,Family Office Services,4,150000000,Y,Y,2016-11-20
8238,1154157,RJ,0000RAJ001,70946,Christopher,Davis,christopher.davis@firm.com,751-671-6176,CPWA,Ultra High Net Worth,6,50000000,Y,Y,2015-11-15
8239,1576194,LPL,0000LPL001,31178,David,Lewis,david.lewis@858-450-9606,813-527-6060,"CFP,CFA",Private Equity,12,15000000,Y,Y,2018-08-21
8242,7320122,SCHW,0000SCH001,91973,Robert,Martin,robert.martin@415-667-7000,260-541-3501,CFA,Retirement Planning,12,250000000,Y,Y,2005-08-24
8265,1361814,NPC,0000NPC001,94670,Joseph,Taylor,joseph.taylor@602-224-2000,761-601-6528,,Private Wealth,24,15000000,Y,Y,2012-07-03
8267,4273103,LPL,0000LPL001,74260,Charles,Taylor,charles.taylor@858-450-9606,917-761-7451,CIMA,Wealth Management,12,250000000,Y,Y,2018-01-28
8316,3307889,SII,0000SII001,29476,Mary,Harris,mary.harris@314-342-2000,652-912-8904,"CFP,CIMA",Wealth Management,23,15000000,Y,Y,2006-12-07
8319,2710400,OSAIC,0000OSA001,78879,James,Thomas,james.thomas@770-980-4400,894-351-7169,,Wealth Management,26,150000000,Y,Y,2003-06-16
8359,6678849,CAIS,0000CAI001,38893,Lisa,Johnson,lisa.johnson@212-300-9350,807-644-3434,,Retirement Planning,6,100000000,Y,Y,2003-04-13
8361,3893851,CAIS,0000CAI001,45755,Jessica,Taylor,jessica.taylor@212-300-9350,868-963-7150,CIMA,Private Wealth,25,150000000,N,Y,2008-11-21
8366,2956687,CAIS,0000CAI001,45058,Thomas,Thomas,thomas.thomas@212-300-9350,284-324-9015,"CFP,CFA",Retirement Planning,3,10000000,Y,Y,2018-10-19
8385,2586340,ICAP,0000ICA001,46559,Jessica,Wilson,jessica.wilson@212-994-7400,807-385-7290,,Institutional Sales,25,250000000,Y,Y,2018-03-04
8393,4101936,FIDO,0000FID001,31319,Richard,Williams,richard.williams@800-343-3548,615-917-1323,,Multi-Asset,25,300000000,N,Y,2002-09-27
8404,3081873,ICAP,0000ICA001,37215,Christopher,Young,christopher.young@212-994-7400,971-971-4399,CIMA,Wealth Management,25,300000000,Y,Y,2000-09-15
8417,4459963,RJ,0000RAJ001,51688,Richard,Brown,richard.brown@firm.com,868-365-2438,"CFP,CFA",Ultra High Net Worth,4,15000000,Y,Y,2002-02-17
8434,8097623,CAIS,0000CAI001,56112,Mary,Thomas,mary.thomas@212-300-9350,873-200-5068,"CFP,CIMA",Alternative Investments,20,15000000,Y,Y,2021-09-15
8438,6250195,ICAP,0000ICA001,47056,David,Robinson,david.robinson@212-994-7400,735-560-9818,"CFP,CFA",Retirement Planning,18,250000000,Y,Y,2021-01-08
8449,4610673,SII,0000SII001,37742,Sarah,Miller,sarah.miller@314-342-2000,337-816-4539,"CPWA,CFP",Family Office Services,7,25000000,Y,Y,2004-12-20
8457,5373391,OSAIC,0000OSA001,75031,Susan,Williams,susan.williams@770-980-4400,590-865-3675,,Private Wealth,20,25000000,Y,Y,2008-11-14
8479,5519776,OSAIC,0000OSA001,67840,David,Young,david.young@770-980-4400,848-913-4156,,Multi-Asset,9,10000000,Y,Y,2013-03-11
8491,5152322,CNTS,0000CNT001,76249,Susan,Jackson,susan.jackson@800-237-0081,279-476-3041,"CFP,CFA",Private Equity,3,150000000,N,Y,2002-06-21
8498,5584424,ICAP,0000ICA001,18270,Michael,Thomas,michael.thomas@212-994-7400,349-431-5483,CFP,Private Equity,13,300000000,N,Y,2007-07-04
8504,6143048,MER,0000MER001,49535,Patricia,Garcia,patricia.garcia@212-449-1000,802-701-2565,"CFP,CFA",Family Office Services,19,250000000,Y,Y,2017-05-20
8508,7535788,MS,0000MOR001,11220,Patricia,Johnson,patricia.johnson@212-761-4000,385-553-9711,"CFP,CFA",Institutional Sales,8,30000000,N,Y,2018-03-09
8532,3120109,FIDO,0000FID001,93307,James,Thompson,james.thompson@800-343-3548,346-587-5380,CFP,Family Office Services,25,15000000,Y,Y,2021-10-14
8546,8862907,ICAP,0000ICA001,42441,Thomas,Garcia,thomas.garcia@212-994-7400,714-493-5519,,Multi-Asset,17,30000000,Y,Y,2009-11-28
8648,6246854,CNTS,0000CNT001,77466,Michael,Taylor,michael.taylor@800-237-0081,292-849-2302,CIMA,Retirement Planning,16,300000000,Y,Y,2005-10-02
8651,1179426,UBS,0000UBS001,63883,Michael,Taylor,michael.taylor@212-713-2000,634-893-9334,CPWA,Private Wealth,20,75000000,N,Y,2016-11-22
8657,4190758,SCHW,0000SCH001,31632,Karen,Brown,karen.brown@415-667-7000,963-207-7962,"CFP,CFA",Family Office Services,15,5000000,Y,Y,2021-09-22
8692,3827503,LPL,0000LPL001,19807,Nancy,Johnson,nancy.johnson@858-450-9606,890-982-9577,CFA,Wealth Management,22,75000000,Y,Y,2011-03-17
8708,7360154,MER,0000MER001,32962,Barbara,Johnson,barbara.johnson@212-449-1000,374-582-2855,,Retirement Planning,16,75000000,Y,Y,2009-05-16
8710,7603872,UBS,0000UBS001,88317,Mary,Wilson,mary.wilson@212-713-2000,422-512-9446,CFP,Private Wealth,9,5000000,N,Y,2001-06-01
8728,6937335,MS,0000MOR001,17679,Nancy,Harris,nancy.harris@212-761-4000,309-205-6729,CPWA,Institutional Sales,13,25000000,Y,Y,2000-02-14
8734,9628834,MER,0000MER001,19046,Jessica,Miller,jessica.miller@212-449-1000,357-620-3029,,Alternative Investments,5,100000000,Y,Y,2021-05-08
8749,7115223,UBS,0000UBS001,41850,Jessica,Jackson,jessica.jackson@212-713-2000,638-386-9788,"CFP,CIMA",Private Equity,14,25000000,N,Y,2021-08-06
8775,1097479,CETA,0000CET001,33276,David,Thomas,david.thomas@800-245-0467,567-926-4251,CIMA,Retirement Planning,26,50000000,Y,Y,2001-03-13
8811,4338530,UBS,0000UBS001,86569,Susan,Anderson,susan.anderson@212-713-2000,690-881-5354,CIMA,Institutional Sales,4,15000000,N,Y,2017-08-26
8861,7708806,RJ,0000RAJ001,51555,David,Anderson,david.anderson@firm.com,713-943-7370,CPWA,Private Equity,27,300000000,Y,Y,2000-03-05
8871,4967894,SII,0000SII001,16731,Barbara,Thompson,barbara.thompson@314-342-2000,253-894-6605,,Alternative Investments,3,300000000,N,Y,2015-05-10
8873,5156509,MS,0000MOR001,16839,Jessica,Williams,jessica.williams@212-761-4000,832-356-9376,CPWA,Retirement Planning,27,50000000,Y,Y,2003-05-23
8909,2729141,MS,0000MOR001,54295,Jennifer,White,jennifer.white@212-761-4000,917-947-9230,"CPWA,CFP",Wealth Management,9,75000000,Y,Y,2018-11-21
8967,7732414,FIDO,0000FID001,54791,David,Davis,david.davis@800-343-3548,239-480-4148,CPWA,Institutional Sales,6,15000000,Y,Y,2019-04-03
8982,6141309,RJ,0000RAJ001,93789,Sarah,Jackson,sarah.jackson@firm.com,916-848-4791,CFA,Family Office Services,16,100000000,N,Y,2015-01-17
8988,5517199,OSAIC,0000OSA001,33834,Susan,Johnson,susan.johnson@770-980-4400,572-487-6751,,Retirement Planning,12,10000000,Y,Y,2001-03-02
8993,6396217,UBS,0000UBS001,96413,James,Johnson,james.johnson@212-713-2000,417-492-8734,"CFP,CIMA",Private Equity,24,250000000,N,Y,2005-05-16
8997,2625497,NPC,0000NPC001,73318,Barbara,Anderson,barbara.anderson@602-224-2000,885-213-3134,,Family Office Services,12,10000000,Y,Y,2018-09-20
9005,4523774,SII,0000SII001,43728,Barbara,Davis,barbara.davis@314-342-2000,798-593-2429,CIMA,Wealth Management,23,25000000,Y,Y,2001-10-21
9025,2654861,VSR,0000VSR001,79774,Robert,Miller,robert.miller@918-663-1414,276-759-6618,"CFP,CIMA",Private Wealth,25,75000000,Y,Y,2017-12-05
9031,5236674,VSR,0000VSR001,54922,Sarah,Jones,sarah.jones@918-663-1414,977-773-6690,,Private Wealth,9,50000000,Y,Y,2013-02-16
9041,1366999,UBS,0000UBS001,72402,Susan,Thompson,susan.thompson@212-713-2000,370-813-5491,CPWA,Ultra High Net Worth,19,300000000,Y,Y,2018-01-26
9042,9933361,RJ,0000RAJ001,93606,Robert,Jackson,robert.jackson@firm.com,725-276-3711,,Multi-Asset,18,200000000,N,Y,2017-07-13
9056,1060407,MS,0000MOR001,63626,Nancy,Wilson,nancy.wilson@212-761-4000,363-785-4568,"CPWA,CFP",Alternative Investments,9,15000000,N,Y,2016-12-24
9078,5972157,LPL,0000LPL001,64266,Charles,Wilson,charles.wilson@858-450-9606,925-474-2951,CPWA,Retirement Planning,12,20000000,Y,Y,2017-04-10
9083,5537143,RJ,0000RAJ001,58270,Sarah,Jones,sarah.jones@firm.com,252-857-5079,CFA,Multi-Asset,11,15000000,Y,Y,2000-11-12
9095,5429825,RJ,0000RAJ001,33218,Nancy,Thomas,nancy.thomas@firm.com,939-336-7690,"CPWA,CFP",Ultra High Net Worth,13,10000000,Y,Y,2001-11-27
9108,5692416,CAIS,0000CAI001,41370,James,Thomas,james.thomas@212-300-9350,380-462-1256,"CFP,CFA",Private Equity,10,250000000,N,Y,2020-05-28
9176,4701708,FIDO,0000FID001,34385,Nancy,Young,nancy.young@800-343-3548,532-475-4341,"CPWA,CFP",Institutional Sales,9,75000000,Y,Y,2014-04-24
9179,2571875,SCHW,0000SCH001,37869,Susan,Thomas,susan.thomas@415-667-7000,707-385-8526,CPWA,Wealth Management,7,75000000,Y,Y,2018-08-24
9199,3733321,NPC,0000NPC001,99070,Lisa,Taylor,lisa.taylor@602-224-2000,381-603-4077,CIMA,Wealth Management,3,25000000,Y,Y,2013-04-15
9204,3303365,CNTS,0000CNT001,20279,Joseph,Brown,joseph.brown@800-237-0081,944-968-1193,"CPWA,CFP",Private Equity,26,100000000,N,Y,2012-01-04
9221,2402500,LPL,0000LPL001,63788,James,Johnson,james.johnson@858-450-9606,474-346-1221,CFP,Private Equity,7,20000000,Y,Y,2002-04-05
9234,6157064,UBS,0000UBS001,22245,Jessica,Robinson,jessica.robinson@212-713-2000,539-690-3531,CFA,Alternative Investments,17,15000000,Y,Y,2020-09-04
9275,5978445,ICAP,0000ICA001,70846,James,Johnson,james.johnson@212-994-7400,305-723-7804,CPWA,Alternative Investments,6,100000000,Y,Y,2000-04-14
9289,5812480,OSAIC,0000OSA001,19038,Joseph,Jones,joseph.jones@770-980-4400,431-900-7303,CIMA,Private Wealth,14,200000000,Y,Y,2003-04-04
9300,6598972,NPC,0000NPC001,62163,Mary,Thomas,mary.thomas@602-224-2000,321-569-2389,CFP,Wealth Management,5,150000000,Y,Y,2013-09-11
9308,3520273,SCHW,0000SCH001,49363,Nancy,Garcia,nancy.garcia@415-667-7000,883-903-5940,"CPWA,CFP",Ultra High Net Worth,24,50000000,Y,Y,2003-05-16
9318,2281267,UBS,0000UBS001,54548,Barbara,Wilson,barbara.wilson@212-713-2000,202-352-3401,,Wealth Management,28,250000000,N,Y,2014-12-26
9335,8171473,CNTS,0000CNT001,57381,Jessica,Williams,jessica.williams@800-237-0081,944-485-3370,CIMA,Family Office Services,6,150000000,Y,Y,2005-07-12
9341,7944833,FIDO,0000FID001,36090,Richard,Martin,richard.martin@800-343-3548,816-851-6463,CPWA,Retirement Planning,16,75000000,N,Y,2013-09-16
9348,9996153,VSR,0000VSR001,28131,Karen,Young,karen.young@918-663-1414,435-593-2369,"CPWA,CFP",Institutional Sales,18,100000000,Y,Y,2002-04-12
9361,8951164,MS,0000MOR001,21919,James,Miller,james.miller@212-761-4000,336-312-1976,,Family Office Services,3,30000000,Y,Y,2009-08-05
9369,4767947,RJ,0000RAJ001,82053,Karen,White,karen.white@firm.com,257-964-3257,CIMA,Wealth Management,10,20000000,N,Y,2000-12-14
9406,2237660,CETA,0000CET001,57619,Barbara,Johnson,barbara.johnson@800-245-0467,688-808-3591,CFP,Wealth Management,25,10000000,Y,Y,2004-02-08
9408,3511838,VSR,0000VSR001,57453,Michael,Smith,michael.smith@918-663-1414,983-386-8696,CPWA,Multi-Asset,21,50000000,Y,Y,2015-07-24
9442,1221617,NPC,0000NPC001,66059,Richard,Harris,richard.harris@602-224-2000,493-313-3554,CFP,Alternative Investments,28,200000000,Y,Y,2016-03-01
9444,5329433,RJ,0000RAJ001,50642,Joseph,White,joseph.white@firm.com,785-713-6014,CFA,Institutional Sales,24,75000000,Y,Y,2008-02-17
9445,7717637,CETA,0000CET001,47196,Joseph,Jones,joseph.jones@800-245-0467,833-257-4586,,Wealth Management,26,20000000,Y,Y,2014-08-11
9447,7232368,SCHW,0000SCH001,62802,Joseph,Jackson,joseph.jackson@415-667-7000,862-634-4190,"CFP,CIMA",Private Equity,8,5000000,Y,Y,2002-06-20
9462,3730666,SCHW,0000SCH001,73499,Richard,Smith,richard.smith@415-667-7000,754-309-2070,CFA,Alternative Investments,10,25000000,Y,Y,2006-09-07
9479,1752869,VSR,0000VSR001,67422,Sarah,Davis,sarah.davis@918-663-1414,777-695-1748,CFP,Family Office Services,11,10000000,Y,Y,2009-01-12
9486,6275972,CETA,0000CET001,33053,Mary,Jackson,mary.jackson@800-245-0467,969-600-6830,CPWA,Private Equity,19,20000000,Y,Y,2013-12-17
9499,3519714,OSAIC,0000OSA001,76935,Patricia,Thompson,patricia.thompson@770-980-4400,224-801-7260,,Alternative Investments,28,300000000,Y,Y,2005-03-22
9507,4885101,ICAP,0000ICA001,58148,Thomas,Williams,thomas.williams@212-994-7400,420-897-3307,CPWA,Multi-Asset,23,10000000,Y,Y,2014-03-11
9508,1671305,CAIS,0000CAI001,72094,Mary,Thomas,mary.thomas@212-300-9350,929-992-7350,CFA,Retirement Planning,22,50000000,Y,Y,2004-10-21
9530,3392808,CNTS,0000CNT001,49602,Jessica,Brown,jessica.brown@800-237-0081,984-516-9964,CIMA,Private Wealth,28,5000000,Y,Y,2014-06-06
9537,7095636,SCHW,0000SCH001,84967,Mary,Garcia,mary.garcia@415-667-7000,561-291-2165,CPWA,Private Wealth,5,25000000,Y,Y,2015-05-25
9568,9191626,LPL,0000LPL001,55443,Thomas,Jones,thomas.jones@858-450-9606,240-572-5696,,Institutional Sales,6,150000000,Y,Y,2014-06-17
9598,7932248,CNTS,0000CNT001,11620,Nancy,Anderson,nancy.anderson@800-237-0081,718-660-5306,CFP,Alternative Investments,14,10000000,Y,Y,2017-01-05
9617,7698813,CAIS,0000CAI001,23069,Patricia,Taylor,patricia.taylor@212-300-9350,274-428-7360,,Private Equity,15,15000000,Y,Y,2014-08-21
9641,4024485,CETA,0000CET001,75916,Karen,Harris,karen.harris@800-245-0467,949-310-7503,,Retirement Planning,6,10000000,N,Y,2010-02-11
9666,8989636,CNTS,0000CNT001,90173,Richard,Lewis,richard.lewis@800-237-0081,317-485-8447,CFP,Multi-Asset,18,20000000,Y,Y,2015-03-21
9683,7380120,SII,0000SII001,64592,Robert,Anderson,robert.anderson@314-342-2000,263-570-8046,,Retirement Planning,21,5000000,Y,Y,2006-01-25
9689,3954562,CAIS,0000CAI001,80697,Susan,Wilson,susan.wilson@212-300-9350,285-345-2134,"CFP,CIMA",Institutional Sales,11,200000000,Y,Y,2009-12-15
9702,5352802,LPL,0000LPL001,97500,Susan,Thompson,susan.thompson@858-450-9606,388-255-2514,,Family Office Services,9,200000000,Y,Y,2005-04-12
9742,3695916,FIDO,0000FID001,98389,Susan,Martin,susan.martin@800-343-3548,913-647-6811,"CPWA,CFP",Institutional Sales,18,100000000,Y,Y,2017-10-07
9743,6431331,FIDO,0000FID001,44934,Michael,Robinson,michael.robinson@800-343-3548,880-951-6185,CFP,Wealth Management,22,15000000,N,Y,2004-08-28
9751,7818036,SII,0000SII001,11854,Richard,Brown,richard.brown@314-342-2000,469-733-1060,,Wealth Management,28,200000000,N,Y,2020-10-04
9756,8049385,MER,0000MER001,18300,Sarah,Miller,sarah.miller@212-449-1000,913-759-3721,"CPWA,CFP",Institutional Sales,26,20000000,Y,Y,2011-04-07
9775,1271644,MS,0000MOR001,47498,Christopher,Smith,christopher.smith@212-761-4000,509-514-9226,CIMA,Private Wealth,14,30000000,N,Y,2013-07-12
9779,6634235,RJ,0000RAJ001,25670,Barbara,Young,barbara.young@firm.com,316-380-8517,,Family Office Services,16,100000000,Y,Y,2017-10-06
9785,8339925,SII,0000SII001,99065,Karen,White,karen.white@314-342-2000,849-490-2625,CIMA,Private Equity,15,25000000,Y,Y,2020-01-20
9791,2672723,CETA,0000CET001,93956,Susan,Brown,susan.brown@800-245-0467,848-654-9247,"CPWA,CFP",Alternative Investments,18,250000000,Y,Y,2013-04-08
9792,4280956,VSR,0000VSR001,36497,Thomas,Young,thomas.young@918-663-1414,680-327-6744,,Institutional Sales,15,10000000,N,Y,2000-06-26
9817,5437558,MS,0000MOR001,90728,Jennifer,Thompson,jennifer.thompson@212-761-4000,514-624-4957,CFP,Institutional Sales,12,25000000,Y,Y,2000-01-05
9827,6326278,SII,0000SII001,88231,Barbara,Thompson,barbara.thompson@314-342-2000,543-374-8045,CFA,Multi-Asset,26,150000000,N,Y,2006-10-21
9830,8199144,CNTS,0000CNT001,83579,Joseph,Johnson,joseph.johnson@800-237-0081,331-851-7396,CPWA,Institutional Sales,28,150000000,Y,Y,2016-03-14
9835,3119470,CETA,0000CET001,37760,Jennifer,Brown,jennifer.brown@800-245-0467,716-321-7422,"CFP,CIMA",Multi-Asset,25,300000000,Y,Y,2010-04-03
9843,3567729,UBS,0000UBS001,76543,Michael,Smith,michael.smith@212-713-2000,228-832-9907,CIMA,Institutional Sales,16,5000000,Y,Y,2004-08-21
9882,4720435,ICAP,0000ICA001,82089,Barbara,Garcia,barbara.garcia@212-994-7400,504-398-9772,CFA,Institutional Sales,10,200000000,Y,Y,2021-01-09
9889,2735086,RJ,0000RAJ001,96200,Michael,Jones,michael.jones@firm.com,313-670-3010,CIMA,Wealth Management,23,5000000,Y,Y,2008-03-03
9939,7556539,SCHW,0000SCH001,87624,Michael,Martin,michael.martin@415-667-7000,303-702-1359,,Private Equity,14,20000000,N,Y,2020-02-07
9967,8564486,UBS,0000UBS001,54270,Susan,Jackson,susan.jackson@212-713-2000,364-384-5894,CFP,Wealth Management,13,200000000,Y,Y,2003-06-12
9976,1084130,NPC,0000NPC001,65933,Jessica,Lewis,jessica.lewis@602-224-2000,362-734-5169,CIMA,Retirement Planning,22,100000000,Y,Y,2017-01-17
9984,2925830,CNTS,0000CNT001,46046,Charles,Jones,charles.jones@800-237-0081,422-230-6366,CPWA,Retirement Planning,9,30000000,Y,Y,2004-05-09
9996,5937884,VSR,0000VSR001,83024,Jessica,Miller,jessica.miller@918-663-1414,678-963-9123,,Multi-Asset,5,30000000,N,Y,2006-05-06
9998,6227531,MS,0000MOR001,64505,Robert,Wilson,robert.wilson@212-761-4000,369-410-8992,,Private Wealth,15,10000000,N,Y,2019-12-09
