account_id,account_number,account_type,social_code,broker_id,firm_id,office_id,rep_id,platform_code,nscc_or_direct,preferred_fund_id,preferred_share_class,drip_election,existing_balance_shares,existing_balance_nav
ACCT00397,00096473593,IRA,703,RJ,0000RAJ001,51688,8417,RJFS,NSCC,AMCPCI,I,Y,35066.2078,358727.31
ACCT00398,00092828260,INDIVIDUAL,701,UBS,0000UBS001,30369,2731,UBSW,NSCC,AMCRAI,A,Y,39018.8554,484614.18
ACCT00399,00097011065,ROTH_IRA,704,ICAP,0000ICA001,37215,8404,ICAP,DIRECT,AMCPCI,I,Y,6124.7632,62656.33
ACCT00400,00096103880,IRA,703,ICAP,0000ICA001,89076,1660,ICAP,DIRECT,AMCECF,A,Y,7965.0073,86420.33
ACCT00401,00095164420,PENSION,798,SII,0000SII001,56627,7492,SIII,NSCC,AMCPCI,A,N,4651.5239,47585.09
ACCT00402,00093917016,CORPORATE,798,LPL,0000LPL001,14073,7625,LPLF,NSCC,AMCPCI,A,Y,41022.4718,419659.89
ACCT00403,00093345338,CORPORATE,798,CAIS,0000CAI001,25919,1195,CAIS,DIRECT,AMCRAI,A,Y,23155.9581,287597.0
ACCT00404,00097720647,PENSION,798,SII,0000SII001,58790,2376,SIII,NSCC,AMCRAI,A,N,9986.8385,124036.53
ACCT00405,00094317700,IRA,703,NPC,0000NPC001,94670,8265,NATL,NSCC,AMCECF,A,Y,49858.3552,540963.15
ACCT00406,00098734211,PENSION,798,MER,0000MER001,16637,3752,MLCO,NSCC,AMCPCI,A,N,2230.5463,22818.49
ACCT00407,00098158234,PENSION,798,SCHW,0000SCH001,32650,6799,SCHW,NSCC,AMCMSA,I,Y,1571.1664,18335.51
ACCT00408,00093493621,JOINT,702,CNTS,0000CNT001,14541,5026,CNTS,NSCC,AMCPCI,A,N,22355.9704,228701.58
ACCT00409,00092471723,ROTH_IRA,704,RJ,0000RAJ001,46670,7275,RJFS,NSCC,AMCMSA,I,Y,24003.6434,280122.52
ACCT00410,00091327658,JOINT,702,SCHW,0000SCH001,60134,6883,SCHW,NSCC,AMCRAI,W,Y,49704.9551,617335.54
ACCT00411,00099428760,PENSION,798,CAIS,0000CAI001,52153,7363,CAIS,DIRECT,AMCMSA,A,Y,45642.5831,532648.94
ACCT00412,00095713268,INDIVIDUAL,701,MS,0000MOR001,17679,8728,MSSB,NSCC,AMCPCI,I,N,11029.1074,112827.77
ACCT00413,00095045872,PENSION,798,FIDO,0000FID001,44934,9743,FMCO,NSCC,AMCRAI,A,N,5096.7034,63301.06
ACCT00414,00097516648,PENSION,798,LPL,0000LPL001,56504,3846,LPLF,NSCC,AMCRAI,I,Y,42340.604,525870.3
ACCT00415,00091473227,TRUST,705,UBS,0000UBS001,56095,3328,UBSW,NSCC,AMCPCI,W,N,34911.5655,357145.32
ACCT00416,00099228157,PENSION,798,UBS,0000UBS001,14975,2478,UBSW,NSCC,AMCMSA,I,Y,15521.7483,181138.8
ACCT00417,00091011467,TRUST,705,UBS,0000UBS001,53481,4300,UBSW,NSCC,AMCRAI,A,Y,26369.7809,327512.68
ACCT00418,00093478196,CORPORATE,798,FIDO,0000FID001,86888,3320,FMCO,NSCC,AMCRAI,A,Y,3071.8425,38152.28
ACCT00419,00097636992,TRUST,705,SII,0000SII001,86810,2655,SIII,NSCC,AMCPCI,A,Y,18742.1799,191732.5
ACCT00420,00098329435,IRA,703,RJ,0000RAJ001,93789,8982,RJFS,NSCC,AMCRAI,A,N,36644.3661,455123.03
ACCT00421,00093941912,JOINT,702,FIDO,0000FID001,59595,6026,FMCO,NSCC,AMCPCI,A,N,33310.0303,340761.61
ACCT00422,00097569981,IRA,703,VSR,0000VSR001,84381,1530,VSRF,NSCC,AMCRAI,A,Y,36468.6647,452940.82
ACCT00423,00099324603,IRA,703,NPC,0000NPC001,28434,6425,NATL,NSCC,AMCRAI,W,N,28320.9573,351746.29
ACCT00424,00092488575,JOINT,702,MER,0000MER001,97821,6500,MLCO,NSCC,AMCPCI,A,Y,8477.5821,86725.66
ACCT00425,00096880098,IRA,703,LPL,0000LPL001,43640,2770,LPLF,NSCC,AMCRAI,A,N,34689.4862,430843.42
ACCT00426,00093790695,INDIVIDUAL,701,LPL,0000LPL001,64266,9078,LPLF,NSCC,AMCMSA,I,Y,36655.9663,427775.13
ACCT00427,00094784650,TRUST,705,FIDO,0000FID001,31319,8393,FMCO,NSCC,AMCMSA,A,Y,41457.4682,483808.65
ACCT00428,00095380995,PENSION,798,OSAIC,0000OSA001,23726,2215,OSAI,NSCC,AMCECF,A,Y,1101.8921,11955.53
ACCT00429,00092562037,ROTH_IRA,704,MS,0000MOR001,54295,8909,MSSB,NSCC,AMCRAI,W,N,3842.6208,47725.35
ACCT00430,00093635764,ROTH_IRA,704,LPL,0000LPL001,17019,2659,LPLF,NSCC,AMCRAI,I,Y,44498.6882,552673.71
ACCT00431,00095450404,JOINT,702,UBS,0000UBS001,96585,5612,UBSW,NSCC,AMCMSA,W,Y,27750.2104,323844.96
ACCT00432,00099236745,INDIVIDUAL,701,UBS,0000UBS001,30131,1893,UBSW,NSCC,AMCECF,I,Y,28631.3134,310649.75
ACCT00433,00099058573,ROTH_IRA,704,LPL,0000LPL001,36171,2589,LPLF,NSCC,AMCECF,A,Y,41212.4756,447155.36
ACCT00434,00092937918,JOINT,702,UBS,0000UBS001,50416,7512,UBSW,NSCC,AMCPCI,A,Y,23731.1755,242769.93
ACCT00435,00097501626,CORPORATE,798,ICAP,0000ICA001,34232,7078,ICAP,DIRECT,AMCPCI,A,Y,32129.1325,328681.03
ACCT00436,00098802377,JOINT,702,FIDO,0000FID001,44524,4706,FMCO,NSCC,AMCMSA,A,Y,13238.4687,154492.93
ACCT00437,00092437930,INDIVIDUAL,701,NPC,0000NPC001,97574,6632,NATL,NSCC,AMCRAI,W,N,33406.6761,414910.92
ACCT00438,00097494562,PENSION,798,SCHW,0000SCH001,78495,7858,SCHW,NSCC,AMCRAI,I,N,3143.0889,39037.16
ACCT00439,00098990355,PENSION,798,CETA,0000CET001,49171,2293,CETA,NSCC,AMCMSA,I,Y,44094.5281,514583.14
ACCT00440,00099670757,PENSION,798,CNTS,0000CNT001,84905,3415,CNTS,NSCC,AMCECF,I,Y,28603.8748,310352.04
ACCT00441,00094233407,ROTH_IRA,704,OSAIC,0000OSA001,26539,1699,OSAI,NSCC,AMCRAI,A,Y,48611.0274,603748.96
ACCT00442,00093480985,CORPORATE,798,MER,0000MER001,87994,5225,MLCO,NSCC,AMCMSA,A,Y,49863.7344,581909.78
ACCT00443,00097666510,CORPORATE,798,CNTS,0000CNT001,82358,6343,CNTS,NSCC,AMCECF,A,Y,19466.1477,211207.7
ACCT00444,00099767135,ROTH_IRA,704,CAIS,0000CAI001,64997,2843,CAIS,DIRECT,AMCECF,W,Y,31190.5906,338417.91
ACCT00445,00092694338,JOINT,702,MS,0000MOR001,47498,9775,MSSB,NSCC,AMCECF,A,Y,28177.9196,305730.43
ACCT00446,00098936405,ROTH_IRA,704,CNTS,0000CNT001,14910,3821,CNTS,NSCC,AMCPCI,I,Y,32773.9048,335277.05
ACCT00447,00096561547,JOINT,702,SCHW,0000SCH001,41139,1807,SCHW,NSCC,AMCMSA,A,N,19850.0579,231650.18
ACCT00448,00096084418,IRA,703,ICAP,0000ICA001,50756,5593,ICAP,DIRECT,AMCPCI,A,Y,16959.5175,173495.86
ACCT00449,00098434162,CORPORATE,798,SII,0000SII001,52056,5414,SIII,NSCC,AMCECF,A,N,6805.8375,73843.34
ACCT00450,00097831185,TRUST,705,SCHW,0000SCH001,73499,9462,SCHW,NSCC,AMCECF,A,Y,22141.6582,240236.99
ACCT00451,00099502613,INDIVIDUAL,701,SII,0000SII001,62872,3222,SIII,NSCC,AMCRAI,A,N,15625.0424,194063.03
ACCT00452,00094367636,TRUST,705,CNTS,0000CNT001,17553,5087,CNTS,NSCC,AMCECF,A,Y,9718.896,105450.02
ACCT00453,00097179919,INDIVIDUAL,701,ICAP,0000ICA001,70846,9275,ICAP,DIRECT,AMCPCI,W,Y,10035.5776,102663.96
ACCT00454,00098484373,INDIVIDUAL,701,CETA,0000CET001,33276,8775,CETA,NSCC,AMCECF,A,N,18686.0914,202744.09
ACCT00455,00095339593,IRA,703,CAIS,0000CAI001,21847,5670,CAIS,DIRECT,AMCPCI,A,Y,41898.9231,428625.98
ACCT00456,00094595669,INDIVIDUAL,701,SCHW,0000SCH001,39012,4688,SCHW,NSCC,AMCRAI,I,N,39013.5237,484547.96
ACCT00457,00091149283,IRA,703,UBS,0000UBS001,72140,3167,UBSW,NSCC,AMCMSA,I,N,1100.6126,12844.15
ACCT00458,00096124763,TRUST,705,MS,0000MOR001,94245,5511,MSSB,NSCC,AMCECF,A,Y,12694.283,137732.97
ACCT00459,00098829893,ROTH_IRA,704,CNTS,0000CNT001,49602,9530,CNTS,NSCC,AMCPCI,I,N,12674.7356,129662.55
ACCT00460,00097278533,TRUST,705,SCHW,0000SCH001,83591,5631,SCHW,NSCC,AMCECF,A,Y,25624.5345,278026.2
ACCT00461,00095638619,INDIVIDUAL,701,CETA,0000CET001,93964,6327,CETA,NSCC,AMCMSA,A,Y,16880.5543,196996.07
ACCT00462,00095031599,CORPORATE,798,RJ,0000RAJ001,17441,7620,RJFS,NSCC,AMCPCI,A,N,7581.4719,77558.46
ACCT00463,00099344531,CORPORATE,798,FIDO,0000FID001,48745,5250,FMCO,NSCC,AMCRAI,W,Y,1370.218,17018.11
ACCT00464,00094186247,ROTH_IRA,704,SCHW,0000SCH001,54979,4643,SCHW,NSCC,AMCECF,I,N,35432.6411,384444.16
ACCT00465,00096036433,CORPORATE,798,CAIS,0000CAI001,32280,3967,CAIS,DIRECT,AMCMSA,W,Y,17989.0069,209931.71
ACCT00466,00094071377,ROTH_IRA,704,MER,0000MER001,99091,6499,MLCO,NSCC,AMCRAI,W,N,13006.7273,161543.55
ACCT00467,00096152035,JOINT,702,MER,0000MER001,65112,6428,MLCO,NSCC,AMCPCI,A,Y,37236.0755,380925.05
ACCT00468,00098894293,TRUST,705,RJ,0000RAJ001,17035,2166,RJFS,NSCC,AMCPCI,I,Y,42575.573,435548.11
ACCT00469,00096005578,JOINT,702,CNTS,0000CNT001,64146,1885,CNTS,NSCC,AMCECF,W,Y,19145.2941,207726.44
ACCT00470,00098676774,JOINT,702,MS,0000MOR001,28772,6183,MSSB,NSCC,AMCPCI,I,N,49360.8608,504961.61
ACCT00471,00093966618,PENSION,798,MS,0000MOR001,51079,1950,MSSB,NSCC,AMCECF,I,Y,16698.2094,181175.57
ACCT00472,00093658100,IRA,703,ICAP,0000ICA001,74169,2442,ICAP,DIRECT,AMCRAI,A,Y,28856.3179,358395.47
ACCT00473,00099009447,ROTH_IRA,704,NPC,0000NPC001,60242,1076,NATL,NSCC,AMCMSA,I,Y,21508.3699,251002.68
ACCT00474,00099909268,JOINT,702,CAIS,0000CAI001,34979,1293,CAIS,DIRECT,AMCPCI,A,N,44611.119,456371.75
ACCT00475,00096777230,CORPORATE,798,LPL,0000LPL001,50906,3112,LPLF,NSCC,AMCRAI,A,Y,34706.8849,431059.51
ACCT00476,00091767026,TRUST,705,SCHW,0000SCH001,49085,5764,SCHW,NSCC,AMCPCI,A,Y,3357.8224,34350.52
ACCT00477,00093244614,TRUST,705,VSR,0000VSR001,54922,9031,VSRF,NSCC,AMCPCI,I,Y,44409.9048,454313.33
ACCT00478,00094763487,JOINT,702,OSAIC,0000OSA001,27197,4460,OSAI,NSCC,AMCRAI,I,N,1054.3242,13094.71
ACCT00479,00091626854,TRUST,705,LPL,0000LPL001,59177,5190,LPLF,NSCC,AMCRAI,A,N,18392.9134,228439.98
ACCT00480,00091331211,INDIVIDUAL,701,NPC,0000NPC001,16322,2897,NATL,NSCC,AMCECF,W,Y,5494.8612,59619.24
ACCT00481,00093569046,ROTH_IRA,704,ICAP,0000ICA001,36934,1152,ICAP,DIRECT,AMCECF,I,Y,12711.6408,137921.3
ACCT00482,00093301222,CORPORATE,798,SCHW,0000SCH001,64896,2718,SCHW,NSCC,AMCECF,W,N,26063.4308,282788.22
ACCT00483,00092782809,TRUST,705,VSR,0000VSR001,75239,4254,VSRF,NSCC,AMCECF,A,N,5789.2264,62813.11
ACCT00484,00097004931,PENSION,798,UBS,0000UBS001,63707,5839,UBSW,NSCC,AMCPCI,I,Y,48658.6741,497778.24
ACCT00485,00099064202,TRUST,705,LPL,0000LPL001,53332,4842,LPLF,NSCC,AMCMSA,A,Y,34441.3754,401930.85
ACCT00486,00099289690,CORPORATE,798,LPL,0000LPL001,29548,2475,LPLF,NSCC,AMCECF,A,N,41778.085,453292.22
ACCT00487,00098663014,CORPORATE,798,MER,0000MER001,48800,5327,MLCO,NSCC,AMCECF,A,Y,32252.4059,349938.6
ACCT00488,00097043399,INDIVIDUAL,701,LPL,0000LPL001,98705,6123,LPLF,NSCC,AMCRAI,A,Y,42627.2094,529429.94
ACCT00489,00093321873,INDIVIDUAL,701,VSR,0000VSR001,96947,3793,VSRF,NSCC,AMCECF,A,Y,582.6492,6321.74
ACCT00490,00096749933,ROTH_IRA,704,FIDO,0000FID001,33969,2865,FMCO,NSCC,AMCPCI,W,Y,4738.2706,48472.51
ACCT00491,00099023619,ROTH_IRA,704,SCHW,0000SCH001,65278,3732,SCHW,NSCC,AMCPCI,I,Y,34526.1313,353202.32
ACCT00492,00099097940,CORPORATE,798,MS,0000MOR001,84572,8178,MSSB,NSCC,AMCECF,A,Y,5275.284,57236.83
ACCT00493,00093192032,ROTH_IRA,704,NPC,0000NPC001,73318,8997,NATL,NSCC,AMCPCI,I,Y,1537.9299,15733.02
ACCT00494,00096272037,ROTH_IRA,704,CNTS,0000CNT001,11620,9598,CNTS,NSCC,AMCMSA,A,N,3260.4687,38049.67
ACCT00495,00099709047,CORPORATE,798,NPC,0000NPC001,78564,2560,NATL,NSCC,AMCRAI,W,Y,43669.8638,542379.71
ACCT00496,00097457158,CORPORATE,798,CETA,0000CET001,29484,1894,CETA,NSCC,AMCRAI,I,Y,17352.8994,215523.01
ACCT00497,00092256030,JOINT,702,CETA,0000CET001,74441,6253,CETA,NSCC,AMCMSA,I,Y,43483.8402,507456.42
ACCT00498,00097352484,IRA,703,FIDO,0000FID001,62858,4850,FMCO,NSCC,AMCECF,I,Y,11213.0555,121661.65
ACCT00499,00098500558,ROTH_IRA,704,ICAP,0000ICA001,51426,2944,ICAP,DIRECT,AMCMSA,A,Y,42843.8023,499987.17
ACCT00500,00091601160,CORPORATE,798,VSR,0000VSR001,83024,9996,VSRF,NSCC,AMCECF,A,Y,20231.639,219513.28
