golden_team_id,team_name,firm_name,crd_number,lead_first_name,lead_last_name,lead_email,lead_phone,city,state,zip,address,aum_millions,num_members
GT0002890,Alexander Wealth Advisors,Janney Montgomery Scott,8055228,Joseph,Alexander,jalexander@jannmontsc.com,470-218-2892,Salt Lake City,UT,84101,"799 Pine Ln, Suite 471, Salt Lake City, UT, 84101",308.6,6
GT0002891,The Sanchez Wealth Partners,LPL Financial,3921742,Sandra,Sanchez,ssanchez@lpl.com,592-255-4392,New York,NY,10001,"1266 Madison Ln, Suite 1682, New York, NY, 10001",517.1,5
GT0002892,Robinson Wealth Management Team,RBC Wealth Management,5912955,Deborah,Robinson,drobinson@rbc.com,253-762-3558,Houston,TX,77001,"3118 Maple St, Suite 451, Houston, TX, 77001",86.4,5
GT0002893,Bennett Investment Group,Dynasty Financial Partners,6611124,Joseph,Bennett,jbennett@dynapart.com,980-312-6930,Baltimore,MD,21201,"473 Commerce Ave, Suite 3007, Baltimore, MD, 21201",545.2,2
GT0002894,Alexander Capital Group,Baird,7008105,James,Alexander,jalexander@bair.com,361-627-4700,Denver,CO,80201,"5977 Capital Rd, Suite 3375, Denver, CO, 80201",158.8,5
GT0002895,The Campbell Investment Group,Edward Jones,4115861,Donald,Campbell,dcampbell@edwajone.com,739-975-7166,Phoenix,AZ,85001,"7847 Maple St, Suite 1437, Phoenix, AZ, 85001",207.4,5
GT0002896,The Perez Financial Group,Stifel Financial,7146038,John,Perez,jperez@stif.com,656-650-8271,Miami,FL,33101,"4712 Pine Ln, Suite 1604, Miami, FL, 33101",193.6,5
GT0002897,The Murphy Private Wealth Group,Baird,9274547,David,Murphy,dmurphy@bair.com,910-893-6699,Boston,MA,02101,"2675 Madison Ave, Suite 2002, Boston, MA, 02101",141.6,6
GT0002898,The Washington Financial Group,Hightower Advisors,5182131,Lisa,Washington,lwashington@highadvi.com,301-688-2734,Detroit,MI,48201,"5198 Maple Ave, Suite 765, Detroit, MI, 48201",25,4
GT0002899,Lee Private Client Group,Stifel Financial,8375271,Joseph,Lee,jlee@stif.com,422-276-4340,Tampa,FL,33601,"7270 Pine Pl, Tampa, FL, 33601",2607.3,4
GT0002900,Brooks Wealth Advisors,Merrill Lynch,6388446,David,Brooks,dbrooks@merrlync.com,517-525-1876,Detroit,MI,48201,"8893 Sunset Pl, Detroit, MI, 48201",31.9,2
GT0002901,The Allen Wealth Management Team,Merrill Lynch,8742792,Matthew,Allen,mallen@merrlync.com,229-596-2708,Indianapolis,IN,46201,"3380 Liberty St, Suite 2852, Indianapolis, IN, 46201",28.7,3
GT0002902,The Ramirez Private Wealth Group,Steward Partners,2473843,Jeffrey,Ramirez,jramirez@stewpart.com,665-366-1485,Austin,TX,78701,"4005 River Pl, Suite 1564, Austin, TX, 78701",1086.5,5
GT0002903,The Johnson Wealth Management Team,Merrill Lynch,7690936,Steven,Johnson,sjohnson@merrlync.com,940-258-8171,St. Louis,MO,63101,"9060 Cedar Ln, Suite 1825, St. Louis, MO, 63101",208.4,4
GT0002904,The Wright Investment Group,Edward Jones,5252670,Anthony,Wright,awright@edwajone.com,684-524-5778,Dallas,TX,75201,"6485 Jefferson Blvd, Suite 3183, Dallas, TX, 75201",451.4,6
GT0002905,The Taylor Wealth Solutions Group,RBC Wealth Management,3118894,Charles,Taylor,ctaylor@rbc.com,960-275-2298,Portland,OR,97201,"6926 Market Ln, Suite 1018, Portland, OR, 97201",1732.3,6
GT0002906,Price Wealth Management Team,Janney Montgomery Scott,3496583,Amanda,Price,aprice@jannmontsc.com,443-485-7923,Milwaukee,WI,53201,"6405 River Blvd, Suite 3186, Milwaukee, WI, 53201",53.1,5
GT0002907,The Collins Wealth Partners,Ameriprise Financial,5535494,Andrew,Collins,acollins@amer.com,794-522-1156,Denver,CO,80201,"7048 Oak Rd, Denver, CO, 80201",693.1,4
GT0002908,The Gonzalez Family Wealth Group,LPL Financial,5875471,Richard,Gonzalez,rgonzalez@lpl.com,856-635-4966,Denver,CO,80201,"1724 Main Pl, Suite 3572, Denver, CO, 80201",513.9,2
GT0002909,Cook Capital Group,Steward Partners,9839713,Nancy,Cook,ncook@stewpart.com,432-214-5493,Las Vegas,NV,89101,"1745 River Ln, Las Vegas, NV, 89101",243.3,5
GT0002910,Murphy Private Wealth Group,RBC Wealth Management,7226350,Joshua,Murphy,jmurphy@rbc.com,870-868-8680,Denver,CO,80201,"4074 Jefferson Pl, Suite 2823, Denver, CO, 80201",164.4,5
GT0002911,Campbell Wealth Solutions Group,Raymond James,9114925,Jennifer,Campbell,jcampbell@raymjame.com,527-249-5163,Phoenix,AZ,85001,"68 Financial Dr, Suite 438, Phoenix, AZ, 85001",1694.3,2
GT0002912,Adams Capital Group,HighTower,1299465,Linda,Adams,ladams@high.com,955-835-6873,Charlotte,NC,28201,"2772 Financial St, Suite 3327, Charlotte, NC, 28201",671.2,4
GT0002913,The Price Family Wealth Group,Janney Montgomery Scott,3572267,Robert,Price,rprice@jannmontsc.com,599-607-9279,Columbus,OH,43201,"814 Madison Dr, Columbus, OH, 43201",579.4,6
GT0002914,The Henderson Investment Group,Edward Jones,2591306,Karen,Henderson,khenderson@edwajone.com,292-811-6674,Portland,OR,97201,"4414 Oak Way, Suite 2098, Portland, OR, 97201",360.9,6
GT0002915,The Wood Advisory Group,Merrill Lynch,3059204,Betty,Wood,bwood@merrlync.com,353-883-2929,Detroit,MI,48201,"7543 Financial Rd, Detroit, MI, 48201",109.4,6
GT0002916,The Lee Private Wealth Group,LPL Financial,6525134,Charles,Lee,clee@lpl.com,599-697-9165,Atlanta,GA,30301,"2245 Sunset St, Atlanta, GA, 30301",241.9,3
GT0002917,Hall Wealth Management Team,Oppenheimer & Co,5382303,Linda,Hall,lhall@oppe.com,294-394-5575,Atlanta,GA,30301,"2859 Broadway Pl, Suite 925, Atlanta, GA, 30301",122.1,4
GT0002918,Bell Private Client Group,RBC Wealth Management,4018190,Betty,Bell,bbell@rbc.com,303-892-6071,Philadelphia,PA,19101,"2475 Main Ln, Suite 1899, Philadelphia, PA, 19101",43.6,6
GT0002919,Cook Wealth Management Team,Ameriprise Financial,5823255,Donald,Cook,dcook@amer.com,346-550-1825,Columbus,OH,43201,"5396 Financial Blvd, Columbus, OH, 43201",49.5,4
GT0002920,Coleman Wealth Solutions Group,Merrill Lynch,9249296,Mark,Coleman,mcoleman@merrlync.com,706-822-4665,Pittsburgh,PA,15201,"6478 Hill Blvd, Suite 1985, Pittsburgh, PA, 15201",387.9,6
GT0002921,The Morris Private Wealth Group,Raymond James,2198607,Brian,Morris,bmorris@raymjame.com,330-796-3434,Portland,OR,97201,"1394 Park Rd, Suite 2802, Portland, OR, 97201",1882.7,2
GT0002922,The Jenkins Wealth Management Group,LPL Financial,8976291,Donald,Jenkins,djenkins@lpl.com,536-392-7110,New York,NY,10017,"727 Elm Ln, Suite 2462, New York, NY, 10017",146.7,4
GT0002923,The Cox Private Client Group,Stifel Financial,3115640,Angela,Cox,acox@stif.com,385-433-3787,San Francisco,CA,94101,"547 Commerce Pl, San Francisco, CA, 94101",419.8,6
GT0002924,Adams Wealth Management Group,Rockefeller Capital Management,2758701,Donna,Adams,dadams@rockcapi.com,454-691-1195,Seattle,WA,98101,"8631 Sunset Ct, Seattle, WA, 98101",2134.7,6
GT0002925,The Cook Financial Advisory Group,HighTower,4117269,Anthony,Cook,acook@high.com,343-584-1886,Denver,CO,80201,"8452 Main Dr, Suite 1625, Denver, CO, 80201",426.3,2
GT0002926,Robinson Family Wealth Group,UBS Financial Services,5133107,Lisa,Robinson,lrobinson@ubs.com,753-203-4233,Charlotte,NC,28201,"7279 Liberty Ln, Charlotte, NC, 28201",204.2,5
GT0002927,The Gonzales Advisory Group,RBC Wealth Management,2026766,Sharon,Gonzales,sgonzales@rbc.com,887-456-5367,Houston,TX,77001,"6483 Elm Ln, Houston, TX, 77001",280.6,4
GT0002928,Brown Wealth Solutions Group,Mesirow Financial,1260296,Joshua,Brown,jbrown@mesi.com,528-438-6833,New York,NY,10001,"5275 Liberty Ct, Suite 3598, New York, NY, 10001",550.0,3
GT0002929,The King Private Client Group,Steward Partners,4006460,Cynthia,King,cking@stewpart.com,778-867-4806,Dallas,TX,75201,"8479 River St, Dallas, TX, 75201",257.6,3
GT0002930,Howard Family Wealth Group,Ameriprise Financial,3784517,Kimberly,Howard,khoward@amer.com,548-727-8967,Salt Lake City,UT,84101,"5802 Park Pl, Suite 1620, Salt Lake City, UT, 84101",185.2,5
GT0002931,The Nguyen Wealth Partners,Wells Fargo Advisors,1270732,Carol,Nguyen,cnguyen@wellfargad.com,590-620-7817,Seattle,WA,98101,"8085 Oak Way, Suite 3808, Seattle, WA, 98101",232.0,3
GT0002932,The Gonzalez Asset Management Group,Dynasty Financial Partners,2565295,David,Gonzalez,dgonzalez@dynapart.com,306-804-6445,Portland,OR,97201,"5521 Park St, Suite 2107, Portland, OR, 97201",66.4,3
GT0002933,The Anderson Investment Group,LPL Financial,8826778,Kimberly,Anderson,kanderson@lpl.com,208-992-4521,Denver,CO,80201,"7957 Financial Dr, Suite 499, Denver, CO, 80201",46.0,6
GT0002934,Moore Wealth Management Group,Morgan Stanley,9679856,Sarah,Moore,smoore@morgstan.com,332-246-8812,Tampa,FL,33601,"2358 Maple Way, Suite 1207, Tampa, FL, 33601",278.6,5
GT0002935,Hill Investment Group,Raymond James,3473486,Ashley,Hill,ahill@raymjame.com,568-528-1993,Hartford,CT,06101,"6957 River Blvd, Suite 2581, Hartford, CT, 06101",206.1,2
GT0002936,Butler Capital Group,RBC Wealth Management,3007345,Kevin,Butler,kbutler@rbc.com,332-224-8377,Milwaukee,WI,53201,"2604 Oak Rd, Suite 3428, Milwaukee, WI, 53201",951.3,6
GT0002937,Robinson Private Client Group,Baird,7952674,John,Robinson,jrobinson@bair.com,752-965-5309,New York,NY,10001,"4550 River Way, Suite 2983, New York, NY, 10001",904.1,5
GT0002938,The Flores Asset Management Group,Steward Partners,5421466,Emily,Flores,eflores@stewpart.com,501-389-1550,Las Vegas,NV,89101,"5155 Lake St, Las Vegas, NV, 89101",119.8,4
GT0002939,Hernandez Private Client Group,Janney Montgomery Scott,1161392,Laura,Hernandez,lhernandez@jannmontsc.com,777-378-1794,San Diego,CA,92101,"1918 Madison Pl, San Diego, CA, 92101",25,6
GT0002940,The Price Wealth Management Group,RBC Wealth Management,4759384,Emily,Price,eprice@rbc.com,463-842-2285,Chicago,IL,60601,"4968 Oak Rd, Chicago, IL, 60601",346.2,6
GT0002941,The Roberts Wealth Management Group,Rockefeller Capital Management,8271133,Michael,Roberts,mroberts@rockcapi.com,567-516-9505,Philadelphia,PA,19101,"4217 Main St, Suite 3743, Philadelphia, PA, 19101",298.6,4
GT0002942,Williams Private Client Group,Stifel Financial,7019415,Robert,Williams,rwilliams@stif.com,457-838-8568,Philadelphia,PA,19101,"6309 Market Dr, Suite 2293, Philadelphia, PA, 19101",96.1,5
GT0002943,The Perez Capital Group,Janney Montgomery Scott,3381846,Brian,Perez,bperez@jannmontsc.com,488-605-7963,Minneapolis,MN,55401,"2205 River Pl, Suite 440, Minneapolis, MN, 55401",1117.2,3
GT0002944,Garcia Financial Group,Rockefeller Capital Management,2496140,Linda,Garcia,lgarcia@rockcapi.com,719-314-3795,Chicago,IL,60614,"1750 Madison Rd, Suite 2794, Chicago, IL, 60614",230.0,4
GT0002945,Gray Wealth Partners,Wells Fargo Advisors,6674026,Michael,Gray,mgray@wellfargad.com,222-649-2157,Louisville,KY,40201,"8148 Lake Ave, Louisville, KY, 40201",590.4,4
GT0002946,The Cook Private Wealth Group,Piper Sandler,1668899,Mary,Cook,mcook@pipesand.com,907-434-3560,Cincinnati,OH,45201,"4056 Maple Pl, Suite 337, Cincinnati, OH, 45201",277.4,3
GT0002947,Flores Wealth Management Team,Piper Sandler,7370719,George,Flores,gflores@pipesand.com,807-629-5634,Columbus,OH,43201,"5988 Liberty Ct, Columbus, OH, 43201",238.7,3
GT0002948,The Patterson Wealth Management Team,Stifel Financial,9531021,Steven,Patterson,spatterson@stif.com,268-290-4966,Atlanta,GA,30301,"7274 Liberty Blvd, Suite 3155, Atlanta, GA, 30301",663.8,4
GT0002949,The Murphy Wealth Solutions Group,HighTower,2548820,Carol,Murphy,cmurphy@high.com,934-472-5904,Salt Lake City,UT,84101,"8688 Financial Ln, Suite 120, Salt Lake City, UT, 84101",38.9,6
GT0002950,Flores Wealth Partners,Piper Sandler,4936396,Margaret,Flores,mflores@pipesand.com,793-358-5738,Detroit,MI,48201,"9181 Market Pl, Suite 2737, Detroit, MI, 48201",404.4,5
GT0002951,Young Capital Group,Rockefeller Capital Management,8885648,Donna,Young,dyoung@rockcapi.com,410-663-9702,San Diego,CA,92101,"742 River Dr, Suite 706, San Diego, CA, 92101",526.6,4
GT0002952,Ramirez Wealth Solutions Group,Wells Fargo Advisors,8104387,Joseph,Ramirez,jramirez@wellfargad.com,329-751-8313,Dallas,TX,75201,"5024 Lincoln Way, Dallas, TX, 75201",26.5,5
GT0002953,The Hughes Asset Management Group,Piper Sandler,4183083,Jason,Hughes,jhughes@pipesand.com,573-367-7234,Milwaukee,WI,53201,"4148 Cedar Rd, Suite 2756, Milwaukee, WI, 53201",415.7,6
GT0002954,Anderson Capital Group,Mesirow Financial,9907817,Anthony,Anderson,aanderson@mesi.com,563-630-8331,New York,NY,10001,"5220 Financial Ave, Suite 1635, New York, NY, 10001",329.8,5
GT0002955,Ramirez Wealth Advisors,Dynasty Financial Partners,5655218,Kimberly,Ramirez,kramirez@dynapart.com,656-688-8885,Indianapolis,IN,46201,"1819 Lake St, Suite 1944, Indianapolis, IN, 46201",649.7,5
GT0002956,The Davis Wealth Partners,Raymond James,7039382,Amy,Davis,adavis@raymjame.com,577-488-5195,Chicago,IL,60614,"4624 Oak Ct, Suite 3426, Chicago, IL, 60614",328.0,4
GT0002957,The Mitchell Wealth Advisors,Piper Sandler,5514526,Thomas,Mitchell,tmitchell@pipesand.com,565-544-6518,Indianapolis,IN,46201,"7757 Madison Way, Suite 3491, Indianapolis, IN, 46201",213.4,4
GT0002958,Wright Wealth Management Group,Edward Jones,6728769,Ashley,Wright,awright@edwajone.com,420-999-1161,New York,NY,10017,"7362 Elm Pl, New York, NY, 10017",3323.0,5
GT0002959,Cox Family Wealth Group,Raymond James,9354710,Thomas,Cox,tcox@raymjame.com,261-934-5467,Memphis,TN,38101,"2582 Liberty Way, Memphis, TN, 38101",125.9,2
GT0002960,The Turner Asset Management Group,Oppenheimer & Co,4144058,Donald,Turner,dturner@oppe.com,675-645-6017,Cincinnati,OH,45201,"4329 Commerce Blvd, Cincinnati, OH, 45201",866.4,6
GT0002961,Torres Private Client Group,LPL Financial,7679063,Angela,Torres,atorres@lpl.com,305-642-6814,Los Angeles,CA,90001,"3669 Broadway Pl, Los Angeles, CA, 90001",889.0,5
GT0002962,Cox Financial Advisory Group,Ameriprise Financial,2781252,Sandra,Cox,scox@amer.com,630-494-2058,Indianapolis,IN,46201,"9608 Maple Way, Suite 2886, Indianapolis, IN, 46201",395.2,5
GT0002963,Nelson Wealth Solutions Group,Merrill Lynch,1605238,Sarah,Nelson,snelson@merrlync.com,301-597-2211,Atlanta,GA,30301,"5713 Jefferson Pl, Suite 2067, Atlanta, GA, 30301",162.0,6
GT0002964,Jackson Wealth Management Group,LPL Financial,1354582,Jennifer,Jackson,jjackson@lpl.com,736-264-4222,Los Angeles,CA,90001,"3535 Hill St, Suite 3978, Los Angeles, CA, 90001",455.9,5
GT0002965,Robinson Wealth Solutions Group,Edward Jones,5675948,Joshua,Robinson,jrobinson@edwajone.com,838-488-2600,Memphis,TN,38101,"9048 Main Ave, Memphis, TN, 38101",394.3,6
GT0002966,The Rivera Financial Group,HighTower,3928367,Nancy,Rivera,nrivera@high.com,786-507-7889,Dallas,TX,75201,"4307 Oak Dr, Suite 538, Dallas, TX, 75201",137.9,6
GT0002967,The Peterson Financial Group,Mesirow Financial,6853208,Charles,Peterson,cpeterson@mesi.com,298-284-3377,Philadelphia,PA,19101,"451 Washington Dr, Suite 3810, Philadelphia, PA, 19101",87.0,2
GT0002968,Bennett Capital Group,Piper Sandler,5258191,George,Bennett,gbennett@pipesand.com,357-422-5752,Salt Lake City,UT,84101,"3095 Commerce Dr, Salt Lake City, UT, 84101",383.9,4
GT0002969,Long Financial Advisory Group,Stifel Financial,5048699,Sharon,Long,slong@stif.com,513-842-6316,Orlando,FL,32801,"880 Park St, Orlando, FL, 32801",268.3,3
GT0002970,The Flores Asset Management Group,Rockefeller Capital Management,8615995,Rebecca,Flores,rflores@rockcapi.com,789-409-2222,Chicago,IL,60614,"6571 Elm Rd, Suite 3546, Chicago, IL, 60614",1654.4,4
GT0002971,Sanchez Capital Group,Edward Jones,6120953,Brian,Sanchez,bsanchez@edwajone.com,891-992-9372,Milwaukee,WI,53201,"4032 Lincoln Blvd, Suite 2387, Milwaukee, WI, 53201",114.4,5
GT0002972,The Washington Financial Group,Rockefeller Capital Management,9833191,Donna,Washington,dwashington@rockcapi.com,783-474-2298,Columbus,OH,43201,"2810 Market Way, Suite 2174, Columbus, OH, 43201",134.3,5
GT0002973,Allen Asset Management Group,Rockefeller Capital Management,8434211,Mary,Allen,mallen@rockcapi.com,588-921-3709,Milwaukee,WI,53201,"9779 Madison Way, Suite 3519, Milwaukee, WI, 53201",582.7,4
GT0002974,The Bryant Family Wealth Group,Baird,9620008,Richard,Bryant,rbryant@bair.com,251-344-1299,Chicago,IL,60601,"4681 Main Ln, Suite 3769, Chicago, IL, 60601",404.2,2
GT0002975,The Wilson Wealth Management Team,Dynasty Financial Partners,5169034,Ryan,Wilson,rwilson@dynapart.com,667-257-3949,Louisville,KY,40201,"6920 Sunset Pl, Suite 508, Louisville, KY, 40201",285.9,4
GT0002976,Phillips Asset Management Group,RBC Wealth Management,1502715,Lisa,Phillips,lphillips@rbc.com,280-796-4432,St. Louis,MO,63101,"6063 Washington Ave, St. Louis, MO, 63101",93.7,2
GT0002977,Anderson Advisory Group,Baird,2537272,Sharon,Anderson,sanderson@bair.com,424-688-1942,Tampa,FL,33601,"759 Pine Pl, Suite 880, Tampa, FL, 33601",39.2,2
GT0002978,The Flores Capital Group,Janney Montgomery Scott,4912737,Laura,Flores,lflores@jannmontsc.com,206-389-2698,Indianapolis,IN,46201,"7296 Washington Pl, Suite 3515, Indianapolis, IN, 46201",1000.7,6
GT0002979,The Henderson Wealth Management Team,Morgan Stanley,3882405,Mary,Henderson,mhenderson@morgstan.com,623-360-2257,Houston,TX,77001,"9038 Capital Blvd, Houston, TX, 77001",52.7,3
GT0002980,The Simmons Wealth Management Group,Ameriprise Financial,2297642,Amy,Simmons,asimmons@amer.com,413-736-7246,San Diego,CA,92101,"5483 Lake Way, San Diego, CA, 92101",25,2
GT0002981,The Jenkins Wealth Solutions Group,Baird,1695012,Christopher,Jenkins,cjenkins@bair.com,483-682-2367,Charlotte,NC,28201,"1051 Commerce St, Charlotte, NC, 28201",245.7,2
GT0002982,The Hill Wealth Management Group,Baird,5067188,Angela,Hill,ahill@bair.com,271-924-2843,St. Louis,MO,63101,"9375 River Way, Suite 718, St. Louis, MO, 63101",1097.4,5
GT0002983,Price Asset Management Group,LPL Financial,7998435,Ronald,Price,rprice@lpl.com,250-535-5205,Indianapolis,IN,46201,"8232 River Way, Suite 2034, Indianapolis, IN, 46201",1260.9,4
GT0002984,Wright Financial Advisory Group,Edward Jones,5377829,James,Wright,jwright@edwajone.com,975-258-7337,Detroit,MI,48201,"9678 Lake Ct, Suite 549, Detroit, MI, 48201",236.5,5
GT0002985,The King Private Client Group,Wells Fargo Advisors,2942951,Kevin,King,kking@wellfargad.com,507-775-2591,Indianapolis,IN,46201,"6270 Oak Rd, Indianapolis, IN, 46201",269.9,2
GT0002986,Martinez Family Wealth Group,Dynasty Financial Partners,9222666,Amy,Martinez,amartinez@dynapart.com,243-770-3791,Pittsburgh,PA,15201,"6579 Broadway Ct, Suite 1435, Pittsburgh, PA, 15201",138.5,2
GT0002987,Wright Wealth Management Team,Stifel Financial,5371754,Steven,Wright,swright@stif.com,984-348-7625,Charlotte,NC,28201,"8089 Liberty St, Suite 348, Charlotte, NC, 28201",236.1,4
GT0002988,The Garcia Wealth Partners,UBS Financial Services,8352697,Stephanie,Garcia,sgarcia@ubs.com,885-724-7800,Denver,CO,80201,"2897 Jefferson Ct, Suite 2628, Denver, CO, 80201",45.7,5
GT0002989,The Nguyen Investment Group,Raymond James,2952833,Robert,Nguyen,rnguyen@raymjame.com,501-353-1091,San Diego,CA,92101,"7296 Madison Ct, Suite 2776, San Diego, CA, 92101",186.6,2
GT0002990,Collins Wealth Management Team,Steward Partners,8146016,Robert,Collins,rcollins@stewpart.com,568-790-8739,Denver,CO,80201,"2526 Park Pl, Suite 3119, Denver, CO, 80201",42.3,2
GT0002991,The Miller Investment Group,Baird,1491507,Sandra,Miller,smiller@bair.com,706-642-1227,Baltimore,MD,21201,"1317 Lincoln Rd, Baltimore, MD, 21201",305.1,2
GT0002992,The Bryant Wealth Management Group,Steward Partners,8939853,Dorothy,Bryant,dbryant@stewpart.com,766-456-3933,Las Vegas,NV,89101,"8306 Hill Rd, Suite 1889, Las Vegas, NV, 89101",86.9,2
GT0002993,Ross Family Wealth Group,Oppenheimer & Co,2549202,Linda,Ross,lross@oppe.com,818-943-3610,Los Angeles,CA,90001,"2898 Commerce Dr, Suite 3639, Los Angeles, CA, 90001",68.8,2
GT0002994,The Clark Wealth Advisors,Merrill Lynch,7079733,Steven,Clark,sclark@merrlync.com,362-663-3895,Dallas,TX,75201,"5957 Capital Pl, Suite 903, Dallas, TX, 75201",430.0,5
GT0002995,The Morgan Asset Management Group,Ameriprise Financial,1753948,Angela,Morgan,amorgan@amer.com,553-807-5384,Austin,TX,78701,"4696 Lincoln Way, Suite 3570, Austin, TX, 78701",191.7,6
GT0002996,The Ward Wealth Management Team,Merrill Lynch,6741868,Rebecca,Ward,rward@merrlync.com,973-614-3114,San Francisco,CA,94101,"997 Commerce Dr, Suite 3143, San Francisco, CA, 94101",148.2,2
GT0002997,The Gray Wealth Management Group,Steward Partners,2172115,Rebecca,Gray,rgray@stewpart.com,613-864-3759,Pittsburgh,PA,15201,"775 Liberty Way, Pittsburgh, PA, 15201",42.3,5
GT0002998,Lewis Wealth Partners,Janney Montgomery Scott,2771823,Michael,Lewis,mlewis@jannmontsc.com,525-326-7413,Milwaukee,WI,53201,"7179 Madison Ave, Suite 1793, Milwaukee, WI, 53201",270.6,3
GT0002999,Evans Advisory Group,Janney Montgomery Scott,3227237,Jessica,Evans,jevans@jannmontsc.com,568-449-7155,Miami,FL,33101,"8413 Broadway Dr, Miami, FL, 33101",25,2
GT0003000,Jackson Wealth Partners,Edward Jones,1771761,Lisa,Jackson,ljackson@edwajone.com,762-220-7344,Tampa,FL,33601,"4395 Main Pl, Suite 3915, Tampa, FL, 33601",2498.7,5
GT0003001,The Clark Family Wealth Group,Steward Partners,5823581,Melissa,Clark,mclark@stewpart.com,320-972-1916,Richmond,VA,23220,"834 Liberty St, Suite 1421, Richmond, VA, 23220",1061.2,6
GT0003002,The Cooper Private Wealth Group,Stifel Financial,1097573,Andrew,Cooper,acooper@stif.com,483-640-2015,New York,NY,10017,"3689 River Way, Suite 2285, New York, NY, 10017",102.5,6
GT0003003,Ross Wealth Management Group,Rockefeller Capital Management,5110017,Ashley,Ross,aross@rockcapi.com,681-581-1087,Charlotte,NC,28201,"4664 Hill Pl, Charlotte, NC, 28201",28.8,2
GT0003004,The Green Wealth Solutions Group,Steward Partners,5409130,Nancy,Green,ngreen@stewpart.com,681-215-3072,Los Angeles,CA,90025,"8005 Liberty Ct, Suite 754, Los Angeles, CA, 90025",96.5,5
GT0003005,The King Wealth Management Team,Janney Montgomery Scott,6379474,Jason,King,jking@jannmontsc.com,845-251-2937,New York,NY,10001,"8937 River Pl, Suite 2075, New York, NY, 10001",109.2,3
GT0003006,The Ward Asset Management Group,Hightower Advisors,5743750,Laura,Ward,lward@highadvi.com,384-696-6037,Richmond,VA,23220,"400 Madison Blvd, Suite 2153, Richmond, VA, 23220",37.1,4
GT0003007,Smith Financial Advisory Group,Mesirow Financial,3349403,Michelle,Smith,msmith@mesi.com,749-569-2195,St. Louis,MO,63101,"5237 Sunset St, Suite 1449, St. Louis, MO, 63101",252.7,3
GT0003008,Morgan Wealth Management Team,UBS Financial Services,9558808,Steven,Morgan,smorgan@ubs.com,685-888-6661,Hartford,CT,06101,"221 Sunset Ave, Suite 3644, Hartford, CT, 06101",296.7,6
GT0003009,Hughes Advisory Group,Wells Fargo Advisors,2553370,Emily,Hughes,ehughes@wellfargad.com,496-304-3083,Chicago,IL,60614,"362 Main Pl, Suite 3888, Chicago, IL, 60614",79.2,2
GT0003010,Gonzales Wealth Management Team,Janney Montgomery Scott,4570879,Paul,Gonzales,pgonzales@jannmontsc.com,421-990-3523,Portland,OR,97201,"7747 Jefferson Blvd, Portland, OR, 97201",223.3,5
GT0003011,Brooks Investment Group,Dynasty Financial Partners,4406862,Susan,Brooks,sbrooks@dynapart.com,243-780-3471,Denver,CO,80201,"6057 Elm Dr, Denver, CO, 80201",25,5
GT0003012,Campbell Private Wealth Group,Oppenheimer & Co,8364159,Michael,Campbell,mcampbell@oppe.com,282-352-5942,Los Angeles,CA,90001,"2017 Washington Pl, Suite 3562, Los Angeles, CA, 90001",209.2,4
GT0003013,Lopez Wealth Advisors,Raymond James,4721657,Lisa,Lopez,llopez@raymjame.com,640-598-5704,Richmond,VA,23220,"3108 Jefferson Ln, Suite 1851, Richmond, VA, 23220",385.4,4
GT0003014,Hughes Wealth Management Team,LPL Financial,5696756,Sandra,Hughes,shughes@lpl.com,581-630-2922,St. Louis,MO,63101,"6032 Oak Ct, Suite 545, St. Louis, MO, 63101",236.8,4
GT0003015,The Flores Asset Management Group,RBC Wealth Management,9034996,Edward,Flores,eflores@rbc.com,620-999-4739,Richmond,VA,23220,"3930 Oak Blvd, Suite 1251, Richmond, VA, 23220",58.2,3
GT0003016,The Clark Wealth Solutions Group,RBC Wealth Management,9810617,Amanda,Clark,aclark@rbc.com,846-977-4920,Austin,TX,78701,"1699 Financial Way, Suite 694, Austin, TX, 78701",399.2,4
GT0003017,The Wood Family Wealth Group,Raymond James,5113083,John,Wood,jwood@raymjame.com,759-645-7218,Philadelphia,PA,19101,"7025 Market Ln, Suite 3425, Philadelphia, PA, 19101",1961.1,5
GT0003018,The Martin Wealth Management Group,Piper Sandler,6276068,Betty,Martin,bmartin@pipesand.com,688-951-9294,Baltimore,MD,21201,"9929 Jefferson Way, Suite 2162, Baltimore, MD, 21201",263.9,2
GT0003019,The Clark Private Wealth Group,Rockefeller Capital Management,3470175,Brian,Clark,bclark@rockcapi.com,406-394-1707,Hartford,CT,06101,"9245 Lincoln St, Suite 3365, Hartford, CT, 06101",405.6,6
GT0003020,Perez Family Wealth Group,Stifel Financial,8830137,Barbara,Perez,bperez@stif.com,570-301-9579,Los Angeles,CA,90025,"6491 Cedar Ave, Suite 2176, Los Angeles, CA, 90025",25,5
GT0003021,The Harris Family Wealth Group,Piper Sandler,8107132,Deborah,Harris,dharris@pipesand.com,757-787-7344,Columbus,OH,43201,"185 Main Way, Columbus, OH, 43201",187.3,5
GT0003022,The Bailey Wealth Management Team,Hightower Advisors,1787685,Stephanie,Bailey,sbailey@highadvi.com,519-944-3677,Indianapolis,IN,46201,"6054 Elm Ct, Indianapolis, IN, 46201",170.3,5
GT0003023,The Bailey Capital Group,Merrill Lynch,5789641,Kenneth,Bailey,kbailey@merrlync.com,303-881-8476,Las Vegas,NV,89101,"9905 Lincoln St, Suite 269, Las Vegas, NV, 89101",137.7,6
